24:f5:a2:eb:f3:25,-89
f0:82:61:46:9e:a9,-83,-84,-68
3c:7a:8a:fd:23:d8,-88,-87,-87,-68,-68,-88,-87
54:64:d9:f7:ac:50,-81,-92,-82,-83,-83,-82,-85,-83,-85,-85,-85,-85,-83,-84,-85,-85,-86,-85,-85,-79
70:8b:cd:c8:b1:30,-73,-72,-71,-71,-73
00:23:6a:75:42:66,-84,-85,-87,-85,-83,-85,-85,-85,-85,-80,-90,-86,-86,-85,-92,-91,-91,-86,-83,-84,-86,-86,-84,-86,-85,-85,-85,-84,-86,-85
92:72:82:f2:08:76,-91,-91,-92,-91,-90,-91
88:ad:43:cf:e7:38,-76,-76,-79,-78,-78,-79,-80,-77,-78,-78,-77,-75,-77,-79,-79,-78,-78,-78,-79,-80,-78
98:13:33:4a:7f:f8,-88,-90,-89
60:e3:27:a1:06:17,-87,-88,-85,-87,-88,-86,-89,-87,-88,-87
18:90:d8:dc:2b:2d,-84,-86,-86,-86,-86,-86,-86,-87,-87,-86,-89,-85,-86,-88,-88,-86,-87,-88,-87,-86,-87,-85,-86,-89,-85,-86,-86,-85,-86,-86,-86,-85,-85,-87,-86
50:c7:bf:a2:64:6f,-88,-85
18:90:d8:dc:2b:2f,-83,-82,-83,-81,-83,-83,-82,-83,-83,-82,-82,-83,-81,-82,-82,-82,-83,-82,-81,-82,-82,-83,-82,-82,-82,-81,-82,-82,-81,-81,-82,-82,-82,-82
18:90:d8:dc:2b:2e,-63,-66,-65,-64,-64,-65,-63,-62,-63,-63,-62,-61,-66,-63,-60,-63,-62,-63,-63,-63,-64,-64,-62,-66,-64,-66,-61,-85,-62
44:e9:dd:3e:bb:d6,-89,-91
f8:ab:05:4f:90:86,-64,-64,-61,-64,-64,-63,-63,-64,-64,-64,-63,-63,-63,-64,-63,-60,-60,-63,-60,-69,-64,-62,-63,-64,-64,-66
f8:ab:05:4f:90:87,-91,-90,-93,-92,-92,-90,-92,-92,-92,-90,-94,-92,-93,-91,-91,-90,-91,-92,-93,-91,-93,-92,-92,-92,-92,-92,-92
42:65:a3:ac:56:a6,-88,-87,-87,-87,-87,-89,-88,-90,-84
34:8a:ae:6b:5e:6f,-73,-73,-73,-72,-73,-73,-73,-73,-73,-73,-72,-73,-73,-72,-73,-73,-72,-73,-72,-72,-74,-73,-73,-73,-73,-73,-74,-73,-73,-73,-73,-73,-73,-73,-73
dc:fe:07:8c:bd:f8,-88
b8:ee:0e:ba:fc:a2,-85,-86,-85,-89,-88,-87,-84,-85,-90,-86,-84,-88,-88,-85,-88,-88,-87,-89
34:8a:ae:6b:5e:6e,-58,-60,-61,-58,-63,-63,-62,-56,-59,-56,-61,-57,-61,-57,-61
88:a6:c6:7b:56:96,-88,-87,-88
18:60:24:d8:98:0a,-88,-87,-86
06:90:d8:dc:2b:2d,-85,-86,-87,-85,-86,-87,-86,-86,-87,-87,-88,-87,-86,-87,-87,-86,-87,-88,-86,-86,-86,-86,-86,-86,-86,-85,-87,-88,-86,-87,-85,-85,-86,-87,-87
5a:d7:75:f8:18:ed,-90,-89
00:cb:51:99:54:0a,-83
18:d6:c7:4d:3b:ee,-63,-62,-62,-61,-62,-62,-62,-62,-61,-62,-62,-61,-62,-61,-62,-62,-62,-62,-61,-62,-62,-62,-62,-62,-61,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
18:d6:c7:4d:3b:ec,-55,-51,-52,-53,-52,-52,-53,-53,-53,-52,-53,-52,-52,-52,-52,-52,-53,-53,-52,-52,-52,-53,-52,-52,-52,-52,-53,-53,-53,-53,-54,-53,-52,-54,-52
88:a6:c6:7b:0b:5e,-89,-86,-92,-88,-91,-91,-91,-92
ac:f1:df:c8:c1:aa,-89,-89,-89,-89,-87,-88,-88,-88,-89,-88,-91,-88,-86,-89,-87,-88,-87,-89,-89,-89,-89,-90,-90,-87,-85,-85,-87,-86,-86,-88,-87,-87
3c:7a:8a:fd:87:d4,-91
18:a6:f7:bc:ed:39,-80,-77,-83,-87,-80,-79,-80,-79,-80,-78,-79,-80,-79,-80,-79,-81,-79,-80,-77,-78
c4:09:38:6d:3b:09,-55,-53,-56,-56,-55,-53,-54,-54,-54,-53,-52,-53,-53,-55,-56,-52,-54,-54,-56,-53,-53,-56,-53,-53,-55,-56,-52,-56,-52,-54,-53,-54,-53,-53,-55
40:65:a3:ac:56:a6,-88,-87,-88,-90,-89,-87,-88,-88,-90,-89,-88,-90
ec:ad:e0:d4:e8:f8,-83,-83,-84,-84,-84,-83,-83,-84,-83,-84
9c:c8:fc:2b:42:b2,-85,-84,-84,-83,-89,-85,-83,-84
42:65:a3:a8:a7:4e,-90
2c:79:d7:09:6c:f6,-88,-84,-88
44:e9:dd:4f:50:ea,-86,-88
