70:0f:6a:de:c1:40,Sheridan Secure Access,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65
10:bd:18:c6:b7:a0,eduroam,-80,-75,-75,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-73,-73,-73,-74,-74,-74,-73,-74,-75,-74,-75,-74,-73,-73,-73,-74
70:0f:6a:de:ba:60,Sheridan Secure Access,-84,-81,-81,-81,-80,-80,-80,-80,-81,-81,-81,-79,-80,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-79,-79,-79,-79,-79,-80,-78
70:0f:6a:de:c1:40,eduroam,-64,-63,-63,-63,-63,-63,-63,-63,-63,-62,-63,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
70:0f:6a:c8:29:40,Sheridan Secure Access,-75,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-74,-73,-73,-74,-72,-74,-74,-75,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74
10:bd:18:c6:b7:a0,Sheridan Secure Access,-85,-85,-84,-84,-84,-87,-85,-84,-84,-85,-84,-84,-84,-83,-84,-84,-84,-83,-83,-84,-84,-83,-83,-83,-82
70:0f:6a:c8:29:40,eduroam,-77,-76,-77,-77,-76,-76,-76,-77,-77
