24:f5:a2:eb:f3:25,-86,-80,-83,-84
64:66:24:f5:87:f6,-82,-79,-79,-80
10:86:8c:8a:06:7c,-87,-88,-89,-86,-88
62:f2:62:99:01:97,-20,-21,-23,-23,-25,-25,-24,-28,-25,-26,-24,-25,-23,-26,-22,-21,-23,-20,-21,-25,-24,-24,-21,-19,-34,-27,-25,-31,-24,-22,-24,-23,-22
a0:8c:fd:5e:48:c3,-83,-83,-82,-82,-84,-83,-85,-77,-86
3c:7a:8a:fd:23:d8,-81
2a:f5:a2:eb:f3:25,-83,-83
98:13:33:4a:7f:f8,-85,-87,-87,-85
60:e3:27:a1:06:17,-82
c0:7c:d1:0b:3a:78,-89
de:54:d7:1c:8b:9b,-85,-86,-85,-84
18:90:d8:dc:2b:2e,-74,-74,-76,-71,-73,-74,-72
54:64:d9:eb:7b:8f,-82
40:c7:29:f6:95:96,-85,-89
b8:ee:0e:ba:fc:a3,-82,-77,-77,-79,-76,-78,-78,-79,-80,-78,-78,-78,-78,-79,-79,-79,-78,-79,-77,-78,-78,-78,-79,-78,-78,-78,-78,-78,-78,-79,-79,-79,-78,-78,-79
dc:fe:07:8c:bd:f8,-83
94:8f:cf:81:3e:0d,-90,-85,-89,-87,-88,-88,-85,-88,-89,-90,-83
b8:ee:0e:ba:fc:a2,-62,-68,-64,-64,-63,-64,-61,-65,-61,-66,-60,-59,-60,-63,-63,-64,-62,-60,-62,-66,-59,-65,-62,-58
4c:12:65:0d:c0:5b,-92,-90
34:8a:ae:6b:5e:6e,-73,-72
18:60:24:d8:98:0a,-68,-69,-72,-71,-75,-72,-70,-75,-73,-69,-72,-76,-91,-76,-72,-75,-75,-86,-74,-74,-74,-76,-71,-77
5a:d7:75:f8:18:ed,-86
e6:ab:05:4f:90:85,-84,-84,-85,-83,-83,-83,-85,-84,-82,-82,-84,-83,-83,-83,-81,-82,-81,-83,-81,-83,-84,-83,-85,-83,-85,-84,-84,-82,-83,-83,-83,-85,-83,-83
00:cb:51:99:54:0a,-85
