18:90:d8:dc:2b:2e,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-70
34:8a:ae:6b:5e:6e,-69,-67,-68,-67,-67,-67,-67,-68,-68,-68
18:d6:c7:4d:3b:ec,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69
c4:09:38:6d:3b:09,-48,-48,-48,-48,-49,-49,-49,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-49,-50,-49,-49,-49,-50,-50,-49,-50,-50,-50,-50
f8:ab:05:4f:90:86,-62,-62,-62,-62,-62,-62,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-62,-62
C2:3B:C4:50:F8:6B,-89,-88,-89,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-92,-91,-91,-91,-91,-92,-92,-92,-93
CF:27:BE:19:4E:31,-78,-78,-80,-82,-82,-83,-83,-82,-82,-81,-81,-82,-82,-82,-83,-83,-83,-84,-84,-84,-83,-83,-83,-83,-83,-83,-83,-83
CA:D9:80:DE:59:61,-82,-81,-80,-81,-81,-82,-81,-81,-81,-82,-83,-84,-85,-85,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-86
CE:F1:1F:F8:97:20,-80,-76,-75,-74,-74,-73,-72,-71,-71,-70,-70,-70,-70,-69,-70,-69,-70,-69,-70,-69,-69,-70,-70,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70
DF:5A:33:2A:96:47,-93,-93,-93,-92,-91,-91,-90,-90,-90,-90,-90,-90,-90,-90,-89,-89,-89,-89,-89,-89,-89,-89,-89,-89
FC:B0:61:E1:7F:E2,-72,-74,-73,-73,-73,-73,-75,-76,-76,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-76,-76,-76,-77
DB:4F:6E:19:A2:52,-93,-91,-89,-90,-91,-93,-92,-92,-92,-92,-91,-91,-92,-92,-92,-92,-92,-92,-91,-91,-91,-91
