CF:27:BE:19:4E:31,-78,-83,-82,-84,-82,-83,-84,-84,-78,-83,-83,-81,-83,-82,-82,-82,-83,-82
CA:D9:80:DE:59:61,-82,-81,-87,-87,-87,-86,-81,-87,-85,-81,-86,-81,-87,-86,-87,-81,-81,-85,-87,-86,-87
CE:F1:1F:F8:97:20,-80,-75,-69,-70,-70,-74,-70,-71,-69,-70,-69,-73,-69,-70,-70,-69,-70,-71,-74,-69,-70,-70,-70
FC:B0:61:E1:7F:E2,-72,-74,-75,-75,-76,-77,-76,-76,-76,-75,-73,-75,-75,-73,-75,-77,-73,-75
