70:0f:6a:de:ba:60,Sheridan Secure Access,-69,-67,-67,-67,-67,-67,-67,-67,-67,-68,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68
70:0f:6a:c8:29:40,Sheridan Secure Access,-73,-73,-73,-73,-75,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-72,-73,-73
70:0f:6a:de:c1:40,Sheridan Secure Access,-75,-75,-75,-75,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74,-75,-75,-75,-75,-75,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75
10:bd:18:c6:b7:a0,eduroam,-86,-85,-86,-85,-85,-85,-85,-84,-84,-84,-84,-84
70:0f:6a:c8:29:40,eduroam,-71
70:0f:6a:de:ba:60,eduroam,-65
70:0f:6a:de:c1:40,eduroam,-70
