18:90:d8:dc:2b:2e,-55,-68,-65,-69,-70,-69,-64,-70,-69,-70,-69
34:8a:ae:6b:5e:6e,-62,-60,-60,-61,-60,-60,-61
18:d6:c7:4d:3b:ec,-60,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59
c4:09:38:6d:3b:09,-43,-39,-39,-40,-39,-40,-40,-41,-40,-39,-39,-39
f8:ab:05:4f:90:86,-65,-69,-69,-69,-69,-68,-69,-69,-68,-69,-69,-69
