18:90:d8:dc:2b:2e,-65,-63,-64,-63,-63,-63,-63,-62,-63,-63,-62,-63,-63,-63,-63,-63,-63,-62,-63,-63,-63
f8:ab:05:4f:90:86,-80,-69,-69,-70,-69,-70,-69,-69,-69,-69,-71,-70,-70,-71,-69,-69,-69,-72,-70,-72,-69
34:8a:ae:6b:5e:6e,-73,-60,-61,-61,-61,-68,-61,-62,-62,-63,-60,-60,-60,-63,-63,-60,-64,-61,-60
18:d6:c7:4d:3b:ec,-65,-55,-59,-55,-56,-55,-55,-56,-56,-55,-56,-55,-56,-54,-55,-55,-55,-55,-55,-55,-55,-55
c4:09:38:6d:3b:09,-45,-43,-42,-43,-43,-42,-43,-42,-43,-43,-43,-43,-42,-42,-43,-43,-43,-43,-43,-42,-43,-42,-43
