e8:2c:6d:0d:ee:a2,-84,-84,-81
24:f5:a2:eb:f3:25,-69
62:f2:62:99:01:97,-28,-29,-38,-29,-30,-29,-30,-40,-31,-30,-31,-29,-40,-29,-31,-29,-29,-29,-29,-30,-41,-30,-29,-29,-39,-30,-41,-30,-30,-30,-40,-41,-29,-29
0c:b6:d2:e0:ad:b0,-87
2a:f5:a2:eb:f3:25,-66,-71,-78
98:13:33:4a:7f:f8,-76,-77,-67,-77,-65,-77,-68,-76,-82,-78,-77,-77,-77,-76,-65,-70,-78,-78,-74,-70,-76,-81,-77,-75,-77,-75,-71,-76,-77,-76,-76
60:e3:27:a1:06:17,-79,-78,-80,-80,-80,-79,-76,-79,-77,-78,-80
18:90:d8:dc:2b:2d,-92
18:90:d8:dc:2b:2e,-66,-66,-63,-64,-67,-69,-68,-68,-68,-68,-66,-67,-68,-65,-68,-63,-67,-66,-67,-71,-68,-68,-55,-66,-68,-68,-68,-68,-65,-51,-56
f0:82:61:46:9e:aa,-88,-88,-87,-88,-89,-87,-87,-90,-88,-88,-87,-89,-88,-87,-88,-88,-89,-88,-87,-88,-88,-86,-87,-88,-87,-87
42:65:a3:ac:56:a6,-80
b8:ee:0e:ba:fc:a3,-80,-74,-75,-75,-75,-75,-75,-74,-76,-75,-76,-76,-75,-76,-75,-74,-75,-75,-78,-74,-76,-75,-74,-75,-75,-74,-77,-75,-74,-75,-74,-74,-74,-73,-74
34:8a:ae:6b:5e:6f,-89,-89,-89,-89,-89,-90,-90,-89,-89,-90,-90,-88,-89,-90,-90,-90,-91,-90,-89,-90,-88,-90,-88,-90
dc:fe:07:8c:bd:f8,-77,-71
b8:ee:0e:ba:fc:a2,-64,-60,-62,-66,-65,-67,-62,-64,-66,-65,-66,-62,-66,-63,-66,-69,-62,-64,-63,-66,-62,-63,-65,-63,-60,-62,-62,-68,-66,-66,-66,-67,-65
4c:12:65:0d:c0:5b,-87,-87
94:8f:cf:81:3e:0e,-92
34:8a:ae:6b:5e:6e,-55,-55,-51,-53,-64,-56,-55,-55,-57,-55,-57,-55,-55,-52,-56,-55,-56,-55,-55,-57,-68,-56
18:60:24:d8:98:0a,-63,-64,-65,-60,-61,-64,-61,-52,-61,-66,-61,-59,-68,-66,-63,-70,-60,-65,-50
5a:d7:75:f8:18:ed,-87
78:24:af:7b:15:c8,-86,-91,-89,-88,-88,-88
e6:ab:05:4f:90:85,-78,-78,-79,-77,-78,-78,-80,-78,-78,-79,-79,-79,-78,-79,-78,-78,-79,-79,-78,-79,-79,-80,-79,-78,-77,-79,-79,-80,-79,-79,-79,-78,-78,-79,-78
6c:ca:08:bf:62:95,-92,-90,-90,-89,-90,-89,-91,-88,-88,-91,-91,-89,-89,-90,-91,-90,-90,-90,-90,-91,-90,-89,-90,-90,-90,-90,-91,-90,-88,-90,-90,-91,-90,-89,-90
18:d6:c7:4d:3b:ee,-82,-80,-89,-80,-80,-80,-80,-80,-80,-80,-81,-82,-80,-80,-81,-81,-80,-80,-80,-80,-81,-81,-81,-81,-80,-81,-80,-80,-80,-80,-80,-81,-81,-80,-81
84:a0:6e:f3:14:2f,-92
50:c7:bf:a2:64:70,-87,-90,-88,-90,-89,-89,-88,-88,-90,-89,-89,-89,-88,-89,-90,-88
18:d6:c7:4d:3b:ec,-66,-66,-68,-67,-68,-64,-67,-68,-65,-67,-65,-65,-66,-67,-66,-63,-68,-69,-65,-66,-64
5a:d7:75:f8:11:d9,-90,-84,-74
c4:09:38:6d:3b:09,-53,-46,-46,-44,-44,-45,-45,-47,-45,-46,-47,-49,-44,-46,-45,-47,-47,-48,-48,-43,-49,-46,-43,-46,-45,-49,-46,-46,-46,-48,-49,-50,-49,-47,-48
9c:c8:fc:2b:42:b3,-82,-84,-84,-82,-82,-82,-83,-81,-81
f8:ab:05:55:49:b7,-92,-91,-91,-91,-90
86:a0:6e:f3:16:28,-92
9c:c8:fc:2b:42:b2,-58,-58,-61,-58,-55,-60,-57
f8:ab:05:55:49:b6,-70,-65,-69,-70,-69,-69,-64,-67,-55,-69,-70,-70
58:90:43:b7:8e:f6,-89
44:e9:dd:4f:50:ea,-70,-67,-72
f0:82:61:46:9e:a9,-69,-66,-65,-67,-88,-66,-69,-60,-67,-63,-65,-70,-63,-67,-65
7a:8a:20:54:02:a2,-90,-87,-87
98:da:c4:52:b7:d6,-82
54:64:d9:f7:ac:50,-73,-72,-71,-73,-69,-71,-67,-74
00:23:6a:75:42:66,-77,-84,-79,-76,-91,-79,-75,-80,-79,-81,-78,-80,-79,-78,-86,-80,-79,-80,-80,-82,-81,-80
92:72:82:f2:08:76,-87,-85,-83,-84,-87,-84,-84,-85,-87,-76,-89,-85
12:08:b1:54:f0:9c,-84,-83,-83,-84,-81,-85,-86,-85,-84
88:ad:43:cf:e7:38,-65,-67,-68,-66,-69,-68,-70,-65,-67,-68,-67,-65,-64,-67,-68,-64,-67
9e:da:c4:52:b7:d6,-82
50:c7:bf:a2:64:6f,-77,-67,-66,-75,-69,-76,-69
86:a1:d1:55:7d:1d,-89,-92,-91,-90
