CF:27:BE:19:4E:31,-76,-76,-76,-78,-79,-80,-80,-81,-80,-80,-80,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80
CA:D9:80:DE:59:61,-90,-89,-90,-87,-85,-83,-82,-81,-81,-82,-82,-81,-80,-80,-79,-79,-79,-79,-79,-79,-80,-80
CE:F1:1F:F8:97:20,-80,-79,-81,-81,-82,-83,-83,-82,-81,-81,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81
FC:B0:61:E1:7F:E2,-62,-63,-63,-63,-62,-62,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-61,-61,-62,-62,-62,-62,-62,-62,-62,-63,-63,-62,-62,-62,-62,-62
DB:4F:6E:19:A2:52,-93,-93,-97,-93,-98,-99,-99,-100,-97,-95,-91,-91,-88,-98,-99,-96,-90,-90,-91,-89,-89,-91,-90,-90
DF:5A:33:2A:96:47,-100,-100,-98,-93,-93,-93,-92,-93,-98,-100,-103,-91,-92,-92,-92,-93,-96,-96,-93,-89,-86,-87
C2:3B:C4:50:F8:6B,-92,-92,-91,-91,-91,-91,-92
