64:66:24:f5:87:f6,-84
e8:2c:6d:0d:ee:a2,-88
3c:7a:8a:fd:23:d8,-85,-80,-83
dc:4a:3e:bc:27:62,-89
70:8b:cd:c8:b1:30,-75,-77
44:e9:dd:45:4f:4a,-90
2a:f5:a2:eb:f3:25,-87
98:13:33:4a:7f:f8,-76,-80,-79,-78,-78,-80,-79,-79,-80,-85,-81,-86,-81,-83,-82,-80,-81,-81,-76
b8:ee:0e:bb:02:da,-85,-88
60:e3:27:a1:06:17,-82,-88,-84,-82,-83,-85
18:90:d8:dc:2b:2d,-93,-91,-89,-89,-89,-89,-89,-91,-91,-90,-89,-90,-88,-90,-88,-90,-91,-90,-91,-90,-89,-91,-90,-91,-91,-91
c0:7c:d1:0b:3a:78,-85,-84
68:72:51:4a:b7:14,-85
18:90:d8:dc:2b:2e,-74,-68,-70,-67,-69,-66,-68,-69,-68,-68,-67,-67,-68,-68,-68,-67,-67,-66,-67,-68,-67,-67,-69,-69,-69,-67,-68,-66,-68,-67,-68
54:64:d9:37:b7:27,-87,-84,-84,-84,-81
54:64:d9:eb:7b:8f,-90,-87,-88,-87
c0:7c:d1:0b:64:88,-88
d4:5d:df:b0:3f:d8,-88,-90
84:a1:d1:5b:67:36,-86
42:65:a3:ac:56:a6,-93,-86
40:c7:29:f6:95:96,-96,-86,-87,-89,-85,-86,-85,-80
b8:ee:0e:ba:fc:a3,-80,-83,-77,-78,-78,-78,-79,-78,-79,-79,-79,-79,-79,-78,-77,-77,-79,-78,-78,-78,-78,-79,-82,-80,-81,-79,-80,-80,-78,-78,-79,-80,-79,-80,-80
dc:fe:07:8c:bd:f8,-86,-87,-84,-88
34:8a:ae:6b:5e:6f,-90,-90,-90,-92,-91,-92
b8:ee:0e:ba:fc:a2,-67,-63,-61,-65,-64,-66,-64,-65,-65,-67,-68,-62,-62,-63,-62,-65,-64,-64,-66,-65
34:8a:ae:6b:5e:6e,-68,-75,-69,-69,-70,-69,-71,-71,-73,-72,-70,-68,-69,-73,-61,-71,-71
40:c7:29:f6:4f:86,-88,-91
18:60:24:d8:98:0a,-74,-74,-77,-78,-79,-69,-68,-88,-75,-69,-78,-75,-71,-71,-73,-78,-78,-68,-73,-79,-77,-69,-77,-68,-70,-70
06:90:d8:dc:2b:2d,-91,-90,-90,-89,-91,-89,-89,-90,-90,-91,-90,-89,-88,-89,-88,-91,-90,-91,-91,-90,-90,-91,-89
78:24:af:7b:15:c8,-88,-88,-86
e6:ab:05:4f:90:85,-86,-84,-89,-79,-79,-80,-80,-79,-79,-80,-80,-78,-79,-78,-79,-79,-80,-80,-80,-79,-81,-80,-79,-80,-81,-80,-80,-79,-80,-81,-81,-82,-81,-81,-82
00:cb:51:99:54:0a,-84,-88
88:ad:43:cf:f2:18,-86,-84,-88,-85
18:d6:c7:4d:3b:ee,-78,-73,-74,-71,-73,-73,-73,-73,-73,-72,-72,-73,-73,-72,-74,-73,-73,-73,-73,-73,-74,-75,-74,-73,-74,-75,-76,-75,-75,-76,-75,-75,-73,-72,-75
18:d6:c7:4d:3b:ec,-58,-51,-48,-59,-58,-58,-58,-57,-58,-58,-58,-58,-59,-60,-60,-57,-59,-59,-58,-60,-59,-60,-58,-56,-63,-59,-60,-60,-59,-60,-60,-60,-60,-59
02:15:99:0e:9c:39,-59,-51,-56,-56,-60,-60,-60,-56,-56,-56,-61,-61,-61,-60,-55,-61,-60,-45,-59,-59,-60,-60,-57,-59,-58,-59,-56,-60,-60,-60,-60,-60,-60,-60
5a:66:85:e7:6f:84,-85
5a:d7:75:f8:11:d9,-88,-89,-87,-91,-82
34:49:5b:21:27:ee,-87
c4:09:38:6d:3b:09,-54,-55,-54,-55,-55,-54,-55,-55,-53,-55,-52,-54,-56,-54,-55,-55,-54,-55,-52,-56,-56,-54,-54,-55,-53,-52,-52,-54,-56,-52,-52,-55,-53,-53,-52
9c:c8:fc:2b:42:b3,-87,-89,-88
9c:c8:fc:2b:42:b2,-66,-81,-68,-68,-68,-68,-82,-68,-68,-81,-67,-82,-79,-69,-69,-67,-80,-80,-67,-69,-68,-70
44:e9:dd:4b:40:be,-85
38:94:ed:18:47:16,-83,-82
c4:04:15:17:e1:90,-90
f8:ab:05:55:49:b6,-94,-80,-83,-79,-82
40:c7:29:f6:97:66,-88,-88,-89
44:e9:dd:4f:50:ea,-79,-77,-77,-79,-78,-78,-76,-78,-78,-76,-78,-76,-78,-79,-78
3a:b1:db:82:9d:c1,-83
98:da:c4:52:b7:d6,-89,-87,-87,-89,-86,-87
f0:82:61:46:9e:a9,-71,-67,-68,-67,-69,-68,-67,-68,-69,-69,-69,-69,-63,-69,-67,-68,-68,-66,-68,-68,-70,-69,-69,-69,-68,-66,-69,-69,-69,-71,-67,-69
0e:47:c9:19:ad:31,-87,-87,-88
da:13:99:7b:d9:5e,-83,-82,-83,-83
54:64:d9:f7:ac:50,-83,-83,-84
36:49:5b:21:28:ef,-89
00:23:6a:75:42:66,-86,-87,-91,-87,-87,-87,-91,-88,-88,-88,-89,-87
40:c7:29:f8:4d:96,-90,-86,-86
42:c7:29:f6:96:90,-83,-82,-84,-87,-85,-86
12:08:b1:54:f0:9c,-84,-84
88:ad:43:cf:e7:38,-79,-72,-79,-76,-76,-74,-78,-76,-78,-77,-68,-78
9e:da:c4:52:b7:d6,-80,-87,-85,-82,-79
50:c7:bf:a2:64:6f,-85,-79,-83,-82,-84,-83,-80
f8:ab:05:56:39:76,-90,-88,-84
42:c7:29:f6:96:97,-94,-92,-86,-86,-85,-85,-82,-86,-83,-84,-85,-87
f8:ab:05:4f:90:86,-68,-64,-66,-61,-64,-66,-63,-64,-64,-64,-67,-62,-66,-63,-62,-63,-66,-63,-63,-66,-63,-62,-63,-63,-63,-65,-61,-63,-63,-63
f8:ab:05:4f:90:85,-86,-83,-89,-79,-79,-80,-80,-81,-79,-80,-81,-78,-80,-78,-79,-80,-79,-79,-80,-79,-80,-80,-80,-78,-82,-80,-79,-79,-80,-80,-81,-80,-80,-81
f8:ab:05:4f:90:87,-90,-77,-81,-77,-80,-77,-77,-77,-77,-77,-81,-80,-75,-79,-80,-76,-80,-76,-79
3c:90:66:cd:44:3e,-88
62:e3:27:a1:06:14,-83
58:90:43:b7:3f:66,-89,-87,-88,-86,-87
10:86:8c:8b:0e:c1,-85,-87
58:d5:6e:a9:68:33,-75,-69,-71,-69,-69,-70,-71,-70,-72,-71,-71,-69,-71,-71,-71,-73,-71,-73,-71,-70,-69,-69,-70,-71,-72,-68,-67,-71,-70
b6:b9:8a:4d:24:ce,-88,-88
88:71:b1:a5:38:00,-87,-87,-89,-86
ac:f1:df:c8:c1:aa,-86,-83,-86,-86,-84
7c:8b:ca:f9:9a:95,-88,-85,-84,-85,-87,-84,-84,-84,-85
58:d5:6e:a9:68:34,-87,-81,-82,-86,-87,-86,-86,-87,-86,-88,-86,-87,-87,-87,-84,-86,-87,-83,-89,-84,-84,-85,-88,-88,-85,-87,-86,-87,-85,-85,-87,-86,-86,-87,-86
3c:7a:8a:fd:87:d4,-70,-83,-84,-83
