18:1e:78:00:25:5e,-90
24:f5:a2:eb:f3:25,-84,-80,-84,-82,-82
64:66:24:f5:87:f6,-82,-85,-84
3c:7a:8a:fd:23:d8,-84,-85,-80,-82,-80
70:8b:cd:c8:b1:30,-67,-70
0c:b6:d2:e0:ad:b0,-89
40:f2:01:fb:d7:bf,-86,-88
2a:f5:a2:eb:f3:25,-87,-84
98:13:33:4a:7f:f8,-89,-86,-82,-85,-84,-86,-85,-87,-85,-86,-84,-83
60:e3:27:a1:06:17,-83
68:72:51:4a:b7:14,-95
18:90:d8:dc:2b:2e,-81,-75,-75,-74,-76,-75,-75,-73,-87,-74,-73,-73,-73,-72,-72,-78
42:65:a3:ac:56:a6,-84,-87,-82,-83,-85
b8:ee:0e:ba:fc:a3,-85,-76,-82,-83,-82,-80,-82,-83,-82,-83,-83,-82,-83,-83,-83,-82,-82,-84,-82,-81,-82,-83,-84,-82,-82,-80,-80,-80,-81,-80,-83,-81,-80,-79
34:8a:ae:6b:5e:6f,-88,-86,-87
b8:ee:0e:ba:fc:a2,-74,-73,-74,-72,-73,-90,-71
34:8a:ae:6b:5e:6e,-70,-61,-62,-62,-62,-60,-60,-62,-62,-64,-62,-62,-62,-66,-63,-62,-66,-63
40:c7:29:f6:4f:86,-87
18:60:24:d8:98:0a,-76,-67,-69,-74,-71,-78,-71,-68,-72,-67,-72,-74,-67,-73,-68,-71,-72,-68,-74,-71,-71,-68,-71,-68,-66,-67,-67,-66,-67
5a:d7:75:f8:18:ed,-88,-81,-83
e6:ab:05:4f:90:85,-84,-81,-80,-80,-81,-80,-80,-81,-78,-78,-80,-80,-81,-78,-79,-79,-81,-80,-81,-79,-79,-79,-78,-79,-78,-78,-77,-79,-78,-78,-78,-78,-78,-79,-78
6c:ca:08:bf:62:95,-90,-91,-91,-91,-91,-90,-91,-90,-90,-91,-91,-90,-89,-91,-91,-90,-89,-89,-92,-91,-89,-91
18:d6:c7:4d:3b:ee,-83,-80,-84,-85,-85,-84,-85,-85,-84,-85,-85,-83,-85,-85,-84,-84,-83,-89,-83,-85,-85,-84,-83,-84,-84,-84,-84,-83,-87,-84,-85
50:c7:bf:a2:64:70,-89,-90,-88,-87,-88,-90,-89,-88,-89,-91,-90,-88,-88,-90,-89,-90,-87,-91,-88,-89,-88
02:15:99:0e:9c:39,-69,-65,-60,-59,-59,-59,-61,-65,-61,-65,-61,-61,-61,-61,-61,-60,-60,-60,-58,-58,-59,-60,-62,-51,-59,-59,-60,-58,-59
18:d6:c7:4d:3b:ec,-74,-60,-59,-60,-60,-60,-61,-60,-59,-59,-59,-60,-60,-59,-60,-59,-59,-59,-60,-63,-58,-58,-59,-58,-60,-59,-59,-59,-59,-59
c4:09:38:6d:3b:09,-52,-47,-49,-51,-49,-50,-49,-48,-50,-54,-48,-51,-48,-49,-52,-50,-51,-52,-53,-49,-55,-49,-48,-48,-47,-48,-47,-46,-51,-51,-49,-47,-47,-49,-48
9c:c8:fc:2b:42:b3,-81,-82,-81,-81,-82,-81,-82,-82,-82,-82,-81,-82,-81,-82,-81,-82
