18:1e:78:00:25:5e,-90
9c:c8:fc:2b:42:b2,-75,-73,-58,-73,-58,-58,-58,-57,-56,-58,-72,-59,-58,-58,-57,-57,-57,-57,-56,-56,-57,-57,-58,-57
c4:04:15:17:e1:90,-86,-88,-85
f8:ab:05:55:49:b6,-78,-75,-75,-73,-74,-71,-73,-75
44:e9:dd:4f:50:ea,-76,-91,-75,-75,-81,-74,-76
3a:b1:db:82:9d:c1,-82,-81,-83,-81
f0:82:61:46:9e:a9,-78,-75,-72,-77,-75,-77,-75,-74,-76,-85,-74,-75,-75,-75,-73,-76,-73,-76,-75,-75,-77
54:64:d9:f7:ac:50,-92,-76,-81,-78,-85,-78,-82,-80
00:23:6a:75:42:66,-80,-79,-81,-84,-80,-81,-80,-75,-81,-83,-77,-83,-76,-88,-82,-79,-75,-78,-79
88:ad:43:cf:e7:38,-76,-75,-69,-68,-72,-69,-70,-70,-71,-71,-66,-72,-72,-72,-67,-70,-71,-73,-73,-76,-74,-71
50:c7:bf:a2:64:6f,-76,-67,-75,-71,-76,-77
ec:08:6b:b6:59:0a,-90
f8:ab:05:4f:90:86,-62,-61,-57,-56,-57,-59,-74,-62,-63,-60,-61,-64,-65,-62,-64,-61,-62,-63,-61,-58,-56,-58,-60,-58,-55,-58,-56,-62,-62,-65,-64,-58,-59,-57
5a:d7:75:f8:10:9d,-88
f8:ab:05:4f:90:85,-85,-81,-80,-80,-80,-80,-79,-81,-79,-79,-79,-81,-81,-78,-81,-78,-81,-78,-82,-78,-78,-78,-79,-80,-78,-78,-78,-79,-79,-79,-78,-79,-77,-78,-79
f8:ab:05:4f:90:87,-86,-73,-75,-75,-78,-73,-74,-74,-75,-75,-74,-74,-75,-74,-75,-74,-74,-74,-74,-74,-74,-75,-74,-73,-76,-76,-74,-73,-74,-74,-74,-78,-74
40:65:a3:a8:a7:4e,-85,-83,-85,-84,-82,-83,-87,-90,-86,-84,-85,-84,-88,-80
5c:8f:e0:5a:a6:77,-87,-79,-87
62:e3:27:a1:06:14,-87,-85,-86,-85,-84,-86,-88,-87,-86
58:90:43:b7:3f:66,-85,-87
58:d5:6e:a9:68:33,-76,-75,-73,-73,-73,-71,-72,-74,-74,-73,-74,-74,-72,-74,-75,-74,-77
dc:fe:07:8c:be:00,-92,-91
ac:f1:df:c8:c1:aa,-85,-84,-86,-83,-85,-84,-87
58:d5:6e:a9:68:34,-89,-92,-88,-90,-90,-89,-91,-91,-91,-90,-89,-90,-90,-91,-91,-92,-89,-90,-89,-88,-89,-88,-88,-86,-88,-88,-89,-90
18:a6:f7:bc:ed:39,-77,-73,-75,-71,-72,-74,-73,-70,-72,-74,-73,-72,-71,-74,-74,-71,-70,-70,-73,-71,-74
40:65:a3:ac:56:a6,-89,-87,-82,-83,-83,-86,-84
ec:ad:e0:d4:e8:f8,-71,-72,-71,-71,-71,-71,-70,-73,-69,-71,-76,-77,-73,-71
4a:d7:75:f8:18:ed,-85
2c:79:d7:09:6c:f6,-84
