70:0f:6a:de:c1:40,-62,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
70:0f:6a:c8:29:40,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-78,-79
10:bd:18:c6:b7:a0,-79,-82,-81,-82,-82,-82,-80,-82,-82,-82,-82,-82,-82,-82,-79,-81,-82,-82
70:0f:6a:de:ba:60,-83,-85,-85,-85,-85,-85,-85,-85,-85,-85,-83,-85,-85,-85,-85,-85,-85,-84
