C2:3B:C4:50:F8:6B,-84,-83,-85,-85,-87,-89,-90,-89,-89,-85,-85,-83,-87,-86,-83,-83,-87,-87,-87,-83,-84,-86,-86,-86
CF:27:BE:19:4E:31,-84,-86,-86,-88,-90,-76,-75,-84,-94,-96,-92,-86,-86,-87,-90,-87,-74,-82,-83
CA:D9:80:DE:59:61,-85,-82,-89,-82,-84,-102,-94,-94,-80,-80,-80,-80,-80,-82,-81,-81,-80,-81,-81,-79,-104,-85,-85,-89,-103
CE:F1:1F:F8:97:20,-56,-56,-55,-52,-53,-53,-53,-54,-55,-56,-56,-56,-54,-54,-53,-53,-53,-54,-54,-54,-53,-54,-54,-53,-53,-56,-54,-54,-54,-53,-56,-56,-53,-54,-53
DF:5A:33:2A:96:47,-84,-83,-88,-84,-85,-91,-89,-90,-90,-84,-85,-84,-86,-85,-86,-85,-83,-84,-85,-85,-83,-90,-83,-81,-81
FC:B0:61:E1:7F:E2,-100,-91,-93,-90,-85,-86,-86,-89,-90,-95,-89,-89,-86,-89,-95,-94,-95,-93
DB:4F:6E:19:A2:52,-97,-94,-92,-101,-98,-94,-92,-92,-104,-100
