C2:3B:C4:50:F8:6B,-84,-83,-85,-79,-79,-79,-79,-79,-79,-80,-81,-79,-81,-79,-78,-83,-84
DF:5A:33:2A:96:47,-79,-72,-73,-77,-73,-76,-76,-72,-76,-74,-72,-75,-72,-72,-76,-71,-77,-76,-81,-72,-74,-75,-72
DB:4F:6E:19:A2:52,-86,-86,-87,-86,-87,-86,-86,-87,-86,-85,-86,-85,-86,-86,-86,-86,-86
