CF:27:BE:19:4E:31,-63,-61,-62,-61,-61,-61,-61,-63,-63,-61,-62,-63,-61,-62,-61,-63,-61,-62,-61,-61,-62
CA:D9:80:DE:59:61,-78,-79,-79,-78,-78,-79,-79,-78,-78,-79,-78,-78,-79,-78,-77
CE:F1:1F:F8:97:20,-74,-77,-77,-78,-78,-74,-77,-78,-76,-77,-77,-76,-75,-77
FC:B0:61:E1:7F:E2,-71,-76,-77,-77,-76,-78,-77,-77,-76,-77,-77,-76,-76,-77
