CF:27:BE:19:4E:31,-91,-83,-80,-89,-84,-86,-85,-74,-77,-79,-77,-77,-78,-88,-88,-89,-78,-75,-77,-80,-78,-77,-85,-88,-87,-88,-85
CA:D9:80:DE:59:61,-64,-64,-62,-74,-75,-80,-72,-80,-74,-78,-71,-64,-63,-73,-73,-72,-75,-72,-75,-71,-75,-72,-74,-63,-62,-64,-64,-64,-73,-72,-72,-72
CE:F1:1F:F8:97:20,-92,-84,-86,-84,-84,-78,-76,-76,-76,-76,-77,-80,-78,-80,-80,-80,-86,-92,-93,-78,-80,-74,-81,-81,-80,-100,-88,-89
FC:B0:61:E1:7F:E2,-90,-77,-81,-83,-73,-72,-73,-72,-80,-79,-80,-80,-84,-80,-80,-80,-73,-73,-73,-72,-72,-78,-81,-78,-85,-79,-80,-83,-84,-81,-72,-73,-73
