CF:27:BE:19:4E:31,-77,-76,-73,-76,-81,-77,-66,-68,-69,-67,-67,-67,-74,-68,-84,-78,-79,-77,-82,-82,-85,-83,-74,-80,-73,-76,-82,-77,-83,-90,-76,-76,-77,-80,-77
CA:D9:80:DE:59:61,-82,-82,-78,-84,-76,-86,-76,-74,-74,-75,-86,-78,-89,-89,-88,-85,-84,-94,-76,-81,-87,-88,-84,-88,-82,-90,-81
CE:F1:1F:F8:97:20,-76,-63,-68,-64,-71,-57,-61,-63,-62,-60,-63,-62,-64,-71,-62,-62,-66,-64,-63,-62,-64,-65,-62,-71,-61,-63,-72,-65,-58,-82,-59,-75,-64
FC:B0:61:E1:7F:E2,-85,-92,-83,-75,-77,-82,-74,-74,-72,-76,-81,-91,-88,-84,-85,-90,-81,-76,-80,-77,-78,-80,-89,-83,-84,-80,-85,-76
