CF:27:BE:19:4E:31,-66,-62,-61,-57,-60,-78,-65,-59,-74,-72,-65,-63,-67,-64,-64,-64,-63,-74,-76,-67,-65,-61,-63,-67,-71,-67,-63
CA:D9:80:DE:59:61,-78,-71,-81,-89,-84,-80,-75,-76,-81,-79,-85,-84,-93,-85,-94,-99,-91,-78,-100,-84,-93,-86,-87,-85,-83,-91,-83
CE:F1:1F:F8:97:20,-77,-76,-74,-80,-89,-80,-88,-72,-72,-80,-71,-77,-90,-75,-74,-82,-82,-84,-82,-79,-82,-79,-84,-82,-73,-73,-67,-76,-71,-71,-77,-84
FC:B0:61:E1:7F:E2,-78,-74,-76,-71,-73,-68,-70,-73,-76,-81,-89,-76,-75,-85,-84,-88,-80,-77,-77,-75,-75,-82,-72,-82,-76,-76,-76,-71,-70,-70,-72,-72,-71,-70,-69
