CF:27:BE:19:4E:31,-76,-76,-80,-80,-80,-80,-79,-80,-79,-80,-79,-76,-80,-80
CA:D9:80:DE:59:61,-90,-79,-79,-85,-83,-80,-81,-87,-82,-80,-82,-90,-79,-79
CE:F1:1F:F8:97:20,-80,-83,-83,-79,-80,-80,-80,-80,-81,-81,-81,-82,-81
FC:B0:61:E1:7F:E2,-62,-61,-63,-62,-62,-61,-62,-63,-62,-62,-62,-62,-62,-62,-63,-61,-63,-62,-62,-62,-62,-62,-61
