CF:27:BE:19:4E:31,-75,-66,-66,-65,-65,-65,-66,-66,-65,-65,-65,-65,-66,-65,-65,-66,-65,-64,-64,-64,-66,-66,-65
CA:D9:80:DE:59:61,-82,-81,-81,-81,-81,-82,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-83,-81,-81
CE:F1:1F:F8:97:20,-74,-75,-74,-73,-74,-74,-74,-75,-75,-75,-74,-74,-73,-74,-73,-74,-74,-74,-74,-73,-73
FC:B0:61:E1:7F:E2,-81,-77,-79,-73,-73,-73,-73,-73,-73,-75,-73,-73,-73,-73,-74,-73,-73,-73,-73,-73,-73,-73
