CF:27:BE:19:4E:31,-80,-83,-83,-87,-84,-84,-83,-83,-84,-84
CA:D9:80:DE:59:61,-58,-64,-58,-64,-60,-66,-62,-64,-65,-64,-62
CE:F1:1F:F8:97:20,-82,-81,-81,-79,-79,-80,-81,-79,-81,-79,-80,-81
FC:B0:61:E1:7F:E2,-71,-76,-77,-75,-76,-75,-76,-77,-76,-73
