CF:27:BE:19:4E:31,-83,-81,-82,-84,-84,-84,-82,-81,-84,-84,-83,-84
CA:D9:80:DE:59:61,-65,-72,-70,-70,-69,-70,-68,-72,-72,-72,-71
CE:F1:1F:F8:97:20,-74,-79,-78,-78,-78,-79,-79,-77,-79,-79
FC:B0:61:E1:7F:E2,-82,-84,-85,-86,-83,-87,-84,-87
