f8:ab:05:4f:90:86,-61,-60,-62,-62,-63,-63,-63,-62,-63,-62,-63,-62,-62,-61,-61,-61,-61,-61,-61,-61,-60
18:d6:c7:4d:3b:ec,-61,-61,-62,-62,-63,-63,-63,-64,-64,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-65,-65,-65,-65,-64,-64,-64,-64,-64,-64,-63,-63
c4:09:38:6d:3b:09,-54,-54,-52,-52,-52,-52,-51,-51,-51,-51,-51,-51,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-51,-51,-51,-51,-51,-51
CF:27:BE:19:4E:31,-82,-86,-85,-83,-83,-83,-83,-83,-83,-82,-82,-82,-82,-82,-83,-83,-83,-84,-84,-84,-84,-85,-84,-84,-84,-84,-84,-84
CA:D9:80:DE:59:61,-76,-73,-72,-74,-73,-73,-72,-71,-71,-73,-74,-75,-76,-76,-76,-75,-75,-74,-74,-74,-74,-73,-73,-73,-73,-73,-72,-72
CE:F1:1F:F8:97:20,-74,-71,-71,-71,-71,-72,-72,-73,-74,-75,-75,-74,-74,-74,-74,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74
FC:B0:61:E1:7F:E2,-83,-83,-84,-84,-84,-85,-85,-86,-86,-85,-85,-86,-86,-85,-85,-85,-85,-85,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85
