CF:27:BE:19:4E:31,-81,-82,-83,-85,-83,-82,-84,-84,-84,-83,-83,-83,-83,-83,-83,-84,-84,-85,-84,-85,-85,-85,-85,-85,-85,-85,-85
CA:D9:80:DE:59:61,-62,-69,-68,-67,-66,-66,-66,-66,-66,-65,-65,-65,-65,-65,-65,-65,-65,-64,-65,-65,-66,-66,-66,-67,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67
CE:F1:1F:F8:97:20,-79,-80,-85,-84,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-83,-84,-84,-84,-84,-84,-84,-84,-84,-83,-83,-83,-83,-83,-83,-83
FC:B0:61:E1:7F:E2,-88,-87,-87,-87,-87,-86,-85,-84,-83,-83,-82,-82,-83,-83,-83,-82,-82,-81,-81,-81,-81,-80,-80
C2:3B:C4:50:F8:6B,-90,-102,-93,-90,-98,-91,-92,-96,-96,-94,-96,-96
DF:5A:33:2A:96:47,-90,-87,-86,-90,-90,-90,-88,-85,-85,-85,-82,-86,-86,-89,-90,-92,-90,-91,-91,-89,-87,-85,-85,-86,-85,-87,-89,-91,-91,-90,-87,-87
DB:4F:6E:19:A2:52,-63,-74,-74,-7v6,-93,-81,-83,-72,-80,-78,-79,-79,-76,-72,-75,-75,-89,-78,-69,-80,-78,-73,-84,-78,-76,-74,-82,-78,-76,-76,-76,-65
