c4:09:38:6d:3b:09,-33,-31,-32,-29,-32,-31,-32,-31,-31,-30,-31,-29,-32,-32,-31,-31,-31,-29,-29,-30,-32,-32,-32,-32,-31,-29,-28,-31,-30,-29,-29,-32,-31,-31,-32
18:d6:c7:4d:3b:ec,-62,-54,-55,-54,-54,-55,-54,-54,-54,-54,-53,-55,-54,-54,-53,-54,-55,-53,-54,-54,-56,-57,-56,-53,-52,-53,-54,-54,-54,-52,-54,-52,-52,-53,-53
18:90:d8:dc:2b:2e,-69,-60,-60,-59,-63,-59,-59,-57,-59,-66,-60,-58,-57,-72,-60,-59,-62,-59,-58,-59,-60,-59,-60,-58,-59,-60,-60,-59,-57,-60,-58,-60,-58,-60
34:8a:ae:6b:5e:6e,-55,-55,-37,-58,-57,-57,-58,-56,-53,-54,-55,-57,-59,-58,-55,-58,-57,-55,-58,-59
