CF:27:BE:19:4E:31,-65,-74,-74,-74,-75,-76,-76,-74,-75,-73,-74,-74,-69,-74,-74,-76,-74,-74,-75,-76,-74,-76
CA:D9:80:DE:59:61,-83,-83,-84,-84,-83,-83,-82,-83,-83,-83,-84,-83,-83,-84,-84,-83,-83,-83,-83
CE:F1:1F:F8:97:20,-71,-61,-61,-61,-65,-62,-71,-61,-65,-62,-61,-64,-66,-70,-68,-61,-63,-64,-66,-63,-66,-67,-61
FC:B0:61:E1:7F:E2,-85,-86,-86,-86,-85,-89,-86,-88,-86,-86,-86,-86,-87,-89,-86,-87,-89,-88
