70:0f:6a:de:c1:40,eduroam,-61,-61,-61,-62,-63,-63,-64,-64,-63,-62,-63,-63,-63,-63,-62,-62,-63,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-63
70:0f:6a:de:c1:40,Sheridan Secure Access,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64
70:0f:6a:c8:29:40,Sheridan Secure Access,-74,-73,-74,-73,-73,-73,-73,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73
70:0f:6a:c8:29:40,eduroam,-80,-79,-80,-81,-79
70:0f:6a:de:ba:60,Sheridan Secure Access,-82,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-82,-82,-82,-82,-82,-82,-82,-79,-81,-81,-81,-81,-83,-83,-83,-83,-82,-82,-82,-82,-81,-82,-82,-83
10:bd:18:c6:b7:a0,eduroam,-83,-83,-82,-82,-84,-82,-82,-82,-83,-83,-83,-82,-83,-83,-81,-82,-82,-82,-83,-84,-83,-83,-80,-80
10:bd:18:c6:b7:a0,Sheridan Secure Access,-90,-90,-90,-89,-92,-90
