70:0f:6a:de:c1:40,eduroam,-61,-61,-63,-62,-61,-61,-61,-63,-62,-62,-62,-60,-60,-60,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-62,-62,-62,-62,-62,-62,-61,-61
70:0f:6a:de:c1:40,Sheridan Secure Access,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,Sheridan Secure Access,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73
70:0f:6a:de:ba:60,Sheridan Secure Access,-77,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-76,-76,-76,-76
10:bd:18:c6:b7:a0,eduroam,-84,-84,-83,-83,-85,-84,-84,-84,-84,-84,-85,-85,-83,-83,-84
70:0f:6a:c8:29:40,eduroam,-69,-70,-70,-70,-70,-70,-71
