C2:3B:C4:50:F8:6B,-72,-82,-87,-76,-77,-76,-76,-73,-80,-76,-79,-78,-83,-82,-80,-82,-76,-75,-76,-77,-78,-77,-77,-76,-86
CF:27:BE:19:4E:31,-75,-75,-76,-79,-80,-80,-82,-77,-76,-76,-76,-78,-76,-76,-75,-75,-75,-78,-79,-78,-77,-77,-77,-76,-75,-75
CA:D9:80:DE:59:61,-94,-104,-86,-87,-86,-85,-95,-94,-93,-95,-90,-91,-90,-90,-86,-86,-86,-93,-94,-95,-94,-94,-89,-90,-89
CE:F1:1F:F8:97:20,-84,-90,-84,-88,-92,-91,-91,-90,-90,-91,-87,-87,-87,-92,-91,-91,-91,-91,-91,-87,-87
DF:5A:33:2A:96:47,-70,-72,-78,-75,-75,-68,-67,-67,-66,-70,-97,-96,-94,-77,-76,-76,-76,-76,-68,-66,-68,-67,-67,-93,-92,-92,-102,-77,-76,-77
DB:4F:6E:19:A2:52,-89,-85,-94,-82,-83,-101,-90,-87,-88,-87,-82,-82,-82,-102,-87,-90
FC:B0:61:E1:7F:E2,-78,-80,-80,-81,-82,-91,-90,-90,-91,-78,-78,-78,-78,-78,-83,-80,-81,-80,-90,-78,-78
