C2:3B:C4:50:F8:6B,-86,-85,-93,-84,-87,-87,-90,-88,-90
CF:27:BE:19:4E:31,-85,-89,-93,-92,-92,-90,-89,-91,-91,-100,-85,-85,-93,-93,-94,-92,-89,-90,-91,-90
CA:D9:80:DE:59:61,-70,-79,-68,-74,-74,-72,-71,-68,-73,-72,-71,-70,-70,-68,-68,-68,-68,-68,-68,-68,-67,-67,-71,-71,-71,-71,-66,-66,-66,-67
CE:F1:1F:F8:97:20,-90,-87,-95,-92,-93,-93,-95,-94,-90,-91,-90,-85,-83,-83,-83
DF:5A:33:2A:96:47,-80,-82,-84,-80,-81,-81,-84,-83,-85,-90,-87,-80,-80,-86,-86,-80,-78,-78,-79
FC:B0:61:E1:7F:E2,-101,-91,-92,-92,-98,-97,-98,-93,-93,-104,-102,-100,-97,-97,-97
DB:4F:6E:19:A2:52,-70,-67,-66,-65,-74,-72,-68,-69,-69,-68,-67,-64,-64,-64,-64,-66,-67,-66,-65,-71,-71,-66,-66,-66,-66,-66
