C2:3B:C4:50:F8:6B,-67,-65,-71,-69,-68,-65,-65,-64,-63,-66,-88,-84,-60,-61,-64,-64,-80,-79,-80,-79,-64,-64,-65,-68,-69,-60,-65,-66,-73,-76
CF:27:BE:19:4E:31,-87,-87,-85,-84,-84,-83,-82,-80,-82,-80,-84,-85,-82,-80,-80,-80,-83,-82,-88,-85,-86
CA:D9:80:DE:59:61,-93,-91,-89,-86,-86,-87,-88,-87,-86,-86,-86,-86,-87,-89,-89,-88,-85,-93,-98,-89,-93
CE:F1:1F:F8:97:20,-93,-100,-90,-89,-88,-90,-90,-93,-95,-91,-91,-95,-92,-92,-95,-97,-102
DF:5A:33:2A:96:47,-90,-95,-88,-82,-83,-77,-76,-76,-76,-77,-84,-83,-78,-78,-79,-77,-86,-86,-80,-78,-78,-87,-96,-90,-82,-82,-84
FC:B0:61:E1:7F:E2,-95,-94,-96,-102,-98,-98,-101,-98,-98,-99,-96
DB:4F:6E:19:A2:52,-85,-86,-84,-82,-82,-81,-82,-95,-80,-80,-82,-83,-83,-81,-81,-82,-85,-89,-82,-91,-89,-85
