C2:3B:C4:50:F8:6B,-87,-77,-82,-83,-78,-89,-79,-78,-80,-76,-79,-76,-78,-77,-80,-87,-85,-77,-77,-78,-78,-80,-80,-78
CF:27:BE:19:4E:31,-85,-84,-84,-85,-88,-84,-84,-87,-86,-87,-86,-86,-85,-86,-89,-91,-88,-84,-87,-85,-86,-84,-84,-85,-85,-87,-87,-88
CA:D9:80:DE:59:61,-86,-89,-90,-82,-84,-83,-82,-85,-91,-95,-91,-87,-91,-92,-82,-82,-82,-84,-84,-84,-86,-88,-87
CE:F1:1F:F8:97:20,-84,-83,-84,-85,-85,-86,-91,-89,-87,-91,-88,-86,-84,-83,-89,-87,-90,-86,-84,-87,-92,-90,-84,-82
DF:5A:33:2A:96:47,-69,-86,-78,-70,-65,-74,-69,-64,-71,-70,-74,-82,-76,-76,-67,-68,-72,-66,-66,-66,-65,-63,-72,-77,-74,-75,-73,-65,-77,-73
DB:4F:6E:19:A2:52,-79,-84,-83,-78,-85,-92,-91,-85,-100,-87,-82,-80,-81,-80,-79,-80,-81,-89,-88,-87,-87,-84,-85,-81
FC:B0:61:E1:7F:E2,-88,-102,-109,-104,-98,-87,-97,-92,-90,-98,-100,-103,-93
