70:0f:6a:de:c1:40,eduroam,-58,-56,-62,-57,-57,-57,-57,-57,-57,-56,-56,-57,-57,-57,-57,-57,-57,-57,-57,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56
70:0f:6a:de:c1:40,Sheridan Secure Access,-72,-68,-69,-68,-68,-68,-68,-68,-68,-68,-68,-68,-67,-68,-68,-68,-68,-68,-68,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69
70:0f:6a:de:ba:60,Sheridan Secure Access,-80,-84,-84,-87,-87,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-85,-85,-86,-86,-86,-86,-86,-85,-85,-85,-86,-86,-86,-86,-86,-86,-85,-85,-85,-85
70:0f:6a:c8:29:40,Sheridan Secure Access,-79,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-78,-78,-77,-77,-77,-77,-77,-78,-77,-79,-77,-77,-77,-77,-77,-77,-78,-78,-79,-79,-79,-79
10:bd:18:c6:b7:a0,eduroam,-80,-80,-80,-80,-81,-81,-80,-79,-80,-81,-79,-80,-80,-80,-80,-80,-78,-82,-81,-76,-80,-81,-81,-81,-79,-80,-80
10:bd:18:c6:b7:a0,Sheridan Secure Access,-89,-90,-89,-90,-89,-92,-88,-89
70:0f:6a:c8:29:40,eduroam,-82,-77,-78,-78,-79,-78,-80,-79,-79,-80,-77
