18:90:d8:dc:2b:2e,-67,-66,-67,-67,-66,-67,-66,-67,-66
34:8a:ae:6b:5e:6e,-59,-59,-60,-58,-59,-59,-60,-59,-59,-59,-59
18:d6:c7:4d:3b:ec,-60,-59,-60,-60,-59,-60,-59,-59,-60,-59,-59,-59
c4:09:38:6d:3b:09,-42,-38,-38,-38,-40,-38,-38,-37,-38,-38,-38,-38
f8:ab:05:4f:90:86,-74,-64,-65,-65,-66,-67,-65,-65,-65,-64
