18:90:d8:dc:2b:2e,-70,-56,-57,-57,-57,-58,-57,-57,-56,-56,-56,-56,-56,-56,-56,-63,-61,-56,-56,-59,-60,-56
34:8a:ae:6b:5e:6e,-64,-56,-56,-56,-56,-57,-56,-56,-57,-56,-57,-59,-56,-59,-57,-56,-56,-56,-56,-57,-56
18:d6:c7:4d:3b:ec,-64,-57,-57,-57,-57,-58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-58,-57,-58,-58,-57,-59,-57
c4:09:38:6d:3b:09,-31,-31,-31,-31,-31,-30,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-30,-31,-31,-32,-31
f8:ab:05:4f:90:86,-73,-65,-67,-67,-65,-67,-65,-67,-67,-65,-67,-68,-66,-65,-65,-69,-66,-65,-68,-65,-68,-65
