CF:27:BE:19:4E:31,-76,-79,-80,-80,-78,-80,-80,-81
CA:D9:80:DE:59:61,-90,-89,-80,-79,-79,-80,-82,-81
CE:F1:1F:F8:97:20,-80,-81,-80,-81,-81,-82,-80
FC:B0:61:E1:7F:E2,-62,-62,-62,-62,-62,-62,-62,-61,-62,-62,-63,-62
