e8:2c:6d:0d:ee:a2,-91,-87,-87
64:66:24:f5:87:f6,-86,-83,-84,-83,-83,-90
18:1e:78:00:25:5e,-89,-85,-88,-89,-89
24:f5:a2:eb:f3:25,-87,-86
a0:8c:fd:5e:48:c3,-81,-85,-86,-86,-86,-87
dc:fe:07:ab:06:08,-89
3c:7a:8a:fd:23:d8,-82,-88,-86
70:8b:cd:c8:b1:30,-68
84:16:f9:9f:45:e9,-91
70:8b:cd:c8:b1:34,-92
2a:f5:a2:eb:f3:25,-81,-84,-88,-86,-82,-85,-90,-85
98:13:33:4a:7f:f8,-88,-81,-85,-79,-80,-82,-83,-81,-83,-85,-83,-84,-83,-83,-83,-80,-80,-79
60:e3:27:a1:06:17,-85
de:54:d7:1c:8b:9b,-88
18:90:d8:dc:2b:2e,-75,-74,-73,-73,-71,-70,-71,-72,-68,-76,-74
54:64:d9:eb:7b:8f,-87
42:65:a3:ac:56:a6,-88,-88
b8:ee:0e:ba:fc:a3,-86,-81,-80,-82,-79,-78,-81,-81,-80,-80,-80,-80,-78,-79,-80,-79,-79,-82,-82,-81,-79,-81,-81,-79,-81,-79,-80,-82,-80,-78,-79,-78,-79,-80,-80
34:8a:ae:6b:5e:6f,-86,-87,-86,-86,-85,-85
dc:fe:07:8c:bd:f8,-84
b8:ee:0e:ba:fc:a2,-62,-62,-63,-65,-62,-62,-61,-65,-64,-63,-65,-63,-63,-61,-62,-61,-63,-64,-64,-64,-61,-61,-63,-60,-65,-59,-63
34:8a:ae:6b:5e:6e,-62,-61,-63,-63,-76,-59,-60,-59,-61,-60,-60,-61,-60,-64,-62,-59
18:60:24:d8:98:0a,-69,-70,-66,-65,-66,-65,-58,-70,-71,-63,-68,-71,-66,-70,-64,-63,-64,-65,-69,-66,-69,-65
5a:d7:75:f8:18:ed,-81,-80
e6:ab:05:4f:90:85,-72,-70,-71,-71,-70,-72,-70,-71,-71,-70,-70,-71,-69,-70,-69,-72,-72,-72,-73,-73,-72,-73,-72,-72,-73,-70,-73,-73,-73,-74,-73,-74,-70,-73,-70
6c:ca:08:bf:62:95,-90,-90,-89,-88,-88,-88,-87,-89,-89,-89,-89,-89,-89,-89,-90,-89,-88,-89,-89,-88,-89,-89,-89,-87,-91,-89,-89,-89,-88,-89,-91,-88,-88,-90
18:d6:c7:4d:3b:ee,-83,-84,-82,-84,-83,-83,-84,-85,-82,-81,-83,-83,-84,-81,-82,-82,-82,-82,-82,-83,-84,-83,-83,-83,-83,-82,-81,-83,-81,-84,-82,-83,-84,-84
50:c7:bf:a2:64:70,-90,-90,-92,-90,-90,-90,-88,-87,-91,-89,-89
18:d6:c7:4d:3b:ec,-67,-64,-68,-67,-67,-67,-65,-64,-65,-65,-63,-65,-64,-64,-64,-64,-63,-65,-67,-65,-67,-65,-67,-63,-66,-65,-67,-65,-63,-63,-65
34:49:5b:21:27:ee,-90
84:a0:6e:f3:14:2e,-95,-92
c4:09:38:6d:3b:09,-45,-47,-45,-46,-42,-42,-42,-44,-45,-44,-44,-44,-43,-45,-43,-45,-44,-43,-43,-44,-44,-44,-45,-45,-45,-42,-46,-45,-40,-45,-46,-46,-44,-43,-41
9c:c8:fc:2b:42:b3,-89,-79,-81,-79,-79,-79,-80,-80,-79,-80,-81,-82,-80,-82,-80,-81,-79,-80,-80,-79,-80,-82,-82,-82,-83,-81,-82,-82,-82,-82
9c:c8:fc:2b:42:b2,-57,-58,-74,-72,-71,-57,-57,-58,-56,-57,-72,-56,-56,-58,-75,-74,-74,-56,-57
c4:04:15:17:e1:90,-90
f8:ab:05:55:49:b6,-82,-73,-79,-77,-71,-73,-77,-74,-75,-74,-75,-75,-90
58:90:43:b7:8e:f6,-87,-89
44:e9:dd:4f:50:ea,-79,-78,-77,-78,-79,-80,-76,-77,-72,-75,-76,-75,-73,-75,-76
a0:63:91:b7:09:90,-91,-92,-91
f0:82:61:46:9e:a9,-73,-70,-69,-70,-69,-74,-71,-71,-71,-70,-71,-71,-69,-73,-70,-71,-67,-68,-71
da:13:99:7b:d9:5e,-85,-79,-81,-82,-81,-82,-83,-78
54:64:d9:f7:ac:50,-83,-78,-86
36:49:5b:21:28:ef,-86,-88
00:23:6a:75:42:66,-87,-81,-81,-80,-80,-84,-81,-81,-82,-83,-86,-84,-83,-86,-82,-84,-82,-83,-85,-87,-90,-85,-82,-80,-83,-83,-84
88:ad:43:cf:e7:38,-82,-73,-74,-74,-73,-76,-74,-75,-78,-76,-71,-72,-77,-77,-75,-73,-73,-74,-73
50:c7:bf:a2:64:6f,-77,-74,-77,-77,-78,-76
f8:ab:05:56:39:76,-87,-91
f8:ab:05:4f:90:86,-55,-51,-50,-52,-50,-53,-51,-52,-52,-54,-51,-50,-52,-65,-52,-51,-52,-49,-54,-53,-54,-51,-52,-51,-51,-51,-55,-54,-51,-53
5a:d7:75:f8:10:9d,-89
f8:ab:05:4f:90:85,-72,-70,-71,-71,-71,-72,-70,-71,-70,-71,-70,-71,-71,-70,-70,-72,-72,-73,-73,-72,-73,-73,-72,-70,-72,-70,-73,-73,-74,-73,-74,-73,-70,-73,-70
f8:ab:05:4f:90:87,-72,-67,-66,-67,-66,-66,-65,-67,-65,-65,-66,-66,-65,-66,-66,-66,-66,-66,-65,-65,-66,-65,-66,-66,-67,-68,-66,-67,-65,-66,-67,-67,-67,-67,-67
40:65:a3:a8:a7:4e,-86,-80
5c:8f:e0:5a:a6:77,-85,-80
