C2:3B:C4:50:F8:6B,-82,-100,-90,-92,-94,-92,-94,-92,-93,-90,-89,-89,-91,-97,-90,-90,-90,-86,-87,-88,-89,-97,-95
CF:27:BE:19:4E:31,-74,-71,-73,-65,-82,-80,-82,-79,-80,-74,-74,-74,-75,-73,-76,-80,-80,-80,-80,-80,-73,-68,-73,-73,-68,-65,-64,-68,-64,-77,-78,-78
CA:D9:80:DE:59:61,-76,-76,-77,-77,-91,-93,-95,-91,-80,-78,-78,-78,-78,-90,-91,-91,-89,-76,-82,-85,-87,-82,-82,-82,-95,-98,-91
CE:F1:1F:F8:97:20,-72,-72,-73,-72,-70,-74,-71,-78,-71,-79,-73,-73,-69,-70,-74,-76,-77,-78,-67,-69,-68,-67,-66,-66,-62,-66,-63,-71,-70,-75,-72,-66,-66,-67,-68
DF:5A:33:2A:96:47,-88,-86,-84,-90,-85,-92,-95,-96,-91,-86,-91,-89,-86,-87,-90,-89,-89,-82,-82,-83,-82,-84,-81,-80,-86,-86,-87
DB:4F:6E:19:A2:52,-87,-89,-88,-91,-93,-94,-102,-101,-87,-87,-87,-87,-86,-93,-93,-92,-93,-95,-89,-89,-89,-92,-92,-91,-91
FC:B0:61:E1:7F:E2,-75,-75,-74,-72,-73,-76,-77,-76,-76,-75,-76,-77,-77,-75,-75,-75,-75,-74,-78,-78,-78,-79,-78,-76,-76,-76,-76,-77,-80,-80,-82
