18:90:d8:dc:2b:2e,-76,-73,-71,-70,-68,-68,-68,-69,-69,-69,-68,-68,-68,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
34:8a:ae:6b:5e:6e,-66,-66,-65,-65,-65,-64,-64,-64,-64,-64,-64,-64
18:d6:c7:4d:3b:ec,-68,-67,-67,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-62,-62,-62
c4:09:38:6d:3b:09,-34,-34,-33,-32,-32,-32,-31,-31,-31,-31,-31,-31,-31,-31,-30,-31,-30,-30,-30,-31,-30,-30,-31,-31,-31,-31,-31,-31,-31,-31,-31,-30,-30,-31,-31
f8:ab:05:4f:90:86,-71,-66,-64,-63,-62,-62,-62,-61,-61,-61,-61,-61,-61,-61,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60
