24:f5:a2:eb:f3:25,-85
64:66:24:f5:87:f6,-90
3c:7a:8a:fd:23:d8,-82,-85,-81,-82,-84
70:8b:cd:c8:b1:30,-63,-64,-67,-69,-70,-62,-65,-68,-65,-70,-67,-68,-68,-68,-61,-68,-66,-66,-69,-68,-66,-63,-67,-68,-61,-65,-65
0c:b6:d2:e0:ad:b0,-88,-89,-87
60:e3:27:a1:06:17,-84
18:90:d8:dc:2b:2d,-85,-84,-84,-85,-85,-84,-85,-84,-85,-85,-84,-85,-84,-84,-87,-84,-84,-85,-85,-85,-86,-84,-84,-86,-85,-85,-85,-85,-85,-85,-85,-84,-85
18:90:d8:dc:2b:2e,-67,-66,-66,-66,-66,-66,-67,-66,-66,-66,-66,-66,-67,-69,-65,-68,-67,-66,-66,-67,-67,-67,-66,-68,-66,-67,-67
84:a1:d1:5b:67:36,-86,-87,-87
34:8a:ae:6b:5e:6f,-78,-79,-78,-78,-79,-79,-78,-79,-78,-79,-79,-80,-78,-79,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-78,-78,-80,-79,-79,-79,-78,-78,-79,-78,-79
b8:ee:0e:ba:fc:a2,-80,-75,-76,-76,-83,-82,-82,-76,-80,-75,-77,-76,-76
4c:12:65:0d:c0:5b,-90,-90
34:8a:ae:6b:5e:6e,-59,-60,-59,-59,-57,-61,-56,-59,-59,-56,-61,-56,-59,-58,-58,-61,-62,-60,-59,-61,-57,-61,-62,-60,-61,-61,-58,-61,-61,-59,-61,-61
88:a6:c6:7b:56:96,-89
24:f5:a2:58:ba:17,-89,-87,-86,-88,-90
18:60:24:d8:98:0a,-74,-80,-77,-81,-75,-80,-78,-72,-72,-74,-83
06:90:d8:dc:2b:2d,-85,-86,-84,-85,-86,-86,-86,-84,-84,-84,-85,-84,-87,-85,-84,-85,-85,-84,-84,-86,-85,-84,-86,-83,-84,-85,-84,-84,-84,-86,-85,-85,-84,-84
5a:d7:75:f8:18:ed,-90,-88,-88
78:24:af:7b:15:c8,-89,-89,-87,-88,-91,-90,-91,-89
e6:ab:05:4f:90:85,-89,-87,-89,-89,-87,-90,-88,-88,-89,-89,-88,-88,-87,-89,-87,-87,-88,-88,-89,-88,-87,-87,-87,-89,-86,-87,-88,-87,-88,-86,-87,-88,-87
6c:ca:08:bf:62:95,-91,-89,-89,-89,-91,-89,-89,-90,-89,-90,-88,-90,-89,-90,-90,-90,-90,-90,-92,-91,-90,-89,-89,-89,-90,-89,-90,-90,-88,-89,-89,-89,-90,-90
18:d6:c7:4d:3b:ee,-73,-74,-72,-73,-73,-72,-72,-72,-72,-73,-72,-72,-73,-73,-72,-73,-72,-72,-72,-72,-72,-72,-73,-72,-72,-73,-72,-73,-73,-73,-73,-72,-72,-72,-73
50:c7:bf:a2:64:70,-91,-88,-87,-89,-87,-87,-87,-89,-87,-88,-88,-88,-87,-89,-88,-88,-88,-87,-87,-88,-90,-88,-88,-88,-88,-88,-88,-87,-88,-87,-88,-89,-89,-88
18:d6:c7:4d:3b:ec,-60,-58,-60,-60,-59,-60,-58,-59,-57,-56,-60,-61,-60,-58,-60,-60,-59,-59,-59,-59,-59,-59,-59,-61,-90,-60,-61,-56,-61,-57,-61,-60,-60,-57,-62
5c:8f:e0:5b:3b:75,-92,-86,-87
84:a0:6e:f3:14:2e,-89,-90
c4:09:38:6d:3b:09,-42,-37,-38,-36,-37,-40,-39,-38,-36,-37,-39,-40,-36,-36,-35,-37,-38,-37,-37,-37,-38,-38,-36,-37,-39,-38,-38,-38,-37,-41,-39,-38,-39,-40,-38
9c:c8:fc:2b:42:b2,-66,-67,-66,-87,-82,-89,-66,-81,-66
f8:ab:05:55:49:b6,-74,-79,-80,-79,-77,-79,-76,-80,-78,-79,-77,-78,-76,-76,-76,-76,-78,-78,-76,-77,-76,-77,-79,-79,-80,-79,-77
5e:ba:ba:75:e1:fb,-89,-90
44:e9:dd:4f:50:ea,-74,-73,-71,-73,-70,-71,-74,-70,-70
a0:63:91:b7:09:90,-86
f0:82:61:46:9e:a9,-76,-77,-78,-80,-76,-73,-72,-80,-76,-81
da:13:99:7b:d9:5e,-74,-74,-73,-73,-73,-73
54:64:d9:f7:ac:50,-75,-75,-79,-81,-77,-79,-75,-75,-78,-75,-92,-75,-79,-78,-77,-80
00:23:6a:75:42:66,-77,-79,-80,-78,-87,-79,-79,-79,-78,-79,-79,-80,-79,-90,-78,-79,-80,-79,-83,-80,-81,-78,-78
88:ad:43:cf:e7:38,-74,-61,-61,-61,-60,-62,-61,-60,-62,-61,-60,-61,-60,-60,-63,-63,-63,-63,-63,-63,-63,-63,-62,-61,-61,-62
50:c7:bf:a2:64:6f,-78,-77,-75,-79,-76,-76,-79,-82,-76,-73
44:e9:dd:3e:bb:d6,-88,-81,-80,-84,-81,-85,-84,-85,-78,-79,-82,-79,-83
f8:ab:05:4f:90:86,-74,-64,-61,-64,-63,-63,-62,-62,-89,-62,-62,-64,-62,-63,-62,-63,-63,-62,-63,-63,-61,-62,-62,-63,-63,-62,-62,-62,-63,-63
f8:ab:05:4f:90:85,-90,-87,-88,-89,-88,-88,-89,-88,-88,-90,-88,-88,-87,-86,-87,-87,-87,-89,-86,-88,-87,-87,-88,-87,-86,-86,-88,-87
5c:8f:e0:5a:a6:77,-85,-83
90:72:82:f2:08:76,-86,-82,-87
86:a0:6e:f3:15:2f,-87
58:d5:6e:a9:68:33,-79,-81,-79,-80,-80,-80,-80,-81,-78,-82,-80,-78,-81,-78,-80
90:72:82:f1:c5:fe,-88,-90,-89
fa:a2:d6:12:ff:18,-90
ac:f1:df:c8:c1:aa,-87,-85,-87,-79,-85,-80,-74,-84,-77,-83,-87,-86,-83,-88,-83,-85,-85,-83,-85
7c:8b:ca:f9:9a:95,-86,-87
18:a6:f7:bc:ed:39,-79,-81,-75,-75,-75,-75,-75,-74,-74,-75,-75,-75,-74,-73,-75,-75,-76,-76,-75,-75,-75,-75,-73,-74
f4:f2:6d:fc:76:6a,-88,-79,-82,-83,-84,-82,-82,-82
40:65:a3:ac:56:a6,-83,-88,-82,-83,-92
ec:ad:e0:d4:e8:f8,-84,-75,-76,-73,-75,-75,-75,-75,-78,-75,-76,-75,-75,-76,-76,-77,-85,-77,-78
2c:79:d7:09:6c:f6,-83,-83,-84,-86,-81
78:8a:20:54:02:a2,-91
9c:d6:43:d6:2b:fe,-90,-88
