e8:2c:6d:0d:ee:a2,-90,-90,-86
64:66:24:f5:87:f6,-88
a0:8c:fd:5e:48:c3,-85,-84,-78,-85
3c:7a:8a:fd:23:d8,-85,-79,-78
70:8b:cd:c8:b1:30,-76,-73
2a:f5:a2:eb:f3:25,-85,-86,-85
98:13:33:4a:7f:f8,-82,-82,-86,-84,-86,-84,-86,-85
60:e3:27:a1:06:17,-83,-81,-86,-83,-81,-85,-83
18:90:d8:dc:2b:2d,-90
18:90:d8:dc:2b:2e,-72,-70,-72
f0:82:61:46:9e:aa,-90,-90,-90
38:70:0c:bb:e0:89,-90
54:64:d9:37:b7:27,-90,-91
f8:1d:0f:cf:e5:78,-91
b8:ee:0e:ba:fc:a3,-78,-79,-81,-80,-80,-80,-80,-80,-79,-80,-78,-78,-79,-81,-80,-80,-81,-81,-80,-80,-79,-80,-80,-81,-80,-79,-78,-79,-80,-78,-81,-78,-85,-80,-78
dc:fe:07:8c:bd:f8,-85,-84,-81,-84,-85
b8:ee:0e:ba:fc:a2,-68,-63,-68,-62,-63,-62,-62,-68,-66,-66,-66,-63,-68,-63,-67,-66,-64,-67,-67,-67,-63,-67,-67,-62,-63,-64,-64
34:8a:ae:6b:5e:6e,-73,-61,-64,-62,-45,-65,-64,-66,-65,-65,-64,-63,-65,-63,-62
18:60:24:d8:98:0a,-67,-69,-70,-70,-63,-66,-65,-69,-69,-69,-66,-69,-68,-66,-69,-68,-67,-71,-68,-69,-68,-71,-68,-67,-71,-66,-70
5a:d7:75:f8:18:ed,-83,-82,-77
06:90:d8:dc:2b:2d,-91
e6:ab:05:4f:90:85,-80,-78,-77,-79,-78,-79,-79,-80,-79,-80,-78,-78,-79,-77,-79,-79,-78,-78,-81,-78,-79,-79,-78,-78,-79,-78,-79,-78,-79,-77,-78,-77,-82,-77,-79
6c:ca:08:bf:62:95,-91,-89,-91,-92,-89,-91,-90,-89,-90,-90,-91,-91,-91,-90,-90
00:cb:51:99:54:0a,-84
88:ad:43:cf:f2:18,-87
18:d6:c7:4d:3b:ee,-79,-80,-80,-81,-79,-81,-80,-80,-81,-80,-79,-79,-80,-81,-80,-79,-79,-79,-79,-79,-79,-80,-81,-80,-81,-80,-81,-81,-80,-81,-81,-79,-80,-80,-80
50:c7:bf:a2:64:70,-90,-88,-90,-89,-90,-91,-92,-89,-88,-89,-88,-90,-91,-91,-90,-89,-89,-89,-89
18:d6:c7:4d:3b:ec,-65,-63,-62,-62,-63,-64,-64,-63,-62,-62,-62,-62,-64,-64,-63,-62,-62,-62,-63,-63,-62,-64,-64,-65,-64,-66,-64,-63,-63,-63,-68,-65,-64
c4:09:38:6d:3b:09,-48,-49,-49,-50,-49,-50,-49,-49,-49,-49,-50,-50,-51,-49,-49,-52,-49,-48,-50,-49,-48,-48,-48,-47,-48,-48,-52,-48,-50,-49,-48,-50,-50,-50,-52
9c:c8:fc:2b:42:b3,-82,-84,-82,-82,-82,-83,-85,-85,-83,-83,-81,-83,-83,-84,-85,-83,-85,-85,-84,-85,-83,-84,-84,-83
f8:ab:05:55:49:b7,-88,-91,-91,-90,-89,-89,-89,-87,-89,-89,-90,-90,-89,-89,-89,-88,-90,-88,-89,-88,-89,-89,-90
9c:c8:fc:2b:42:b2,-63,-60,-74,-61,-59,-61,-61,-72,-60,-60,-72,-60,-60,-57,-72,-60,-75,-61,-74,-61,-74,-60
c4:04:15:17:e1:90,-87,-91,-89,-89
f8:ab:05:55:49:b6,-66,-69,-66,-69,-67,-89,-67,-68,-68,-71,-68,-74,-70,-70,-67,-67,-70,-69,-67,-70,-67
44:e9:dd:4f:50:ea,-79,-78,-79,-69,-78
f0:82:61:46:9e:a9,-70,-71,-71,-73,-75,-77,-71,-74,-74,-71,-81,-73,-69
54:64:d9:f7:ac:50,-76,-77,-76,-79,-79,-83,-75,-82,-78,-81,-78,-88
00:23:6a:75:42:66,-84,-82,-81,-91,-84,-82,-83,-81,-80,-81,-79,-80,-80,-79,-83,-80,-79,-80,-85,-79,-80,-79,-84,-80,-79,-80,-80,-80,-79,-82
88:ad:43:cf:e7:38,-76,-74,-76,-73,-79,-90,-77,-77,-80,-75,-76,-76,-73,-77,-78,-75,-79,-76,-76,-79,-79
50:c7:bf:a2:64:6f,-77,-79,-80,-84,-77,-82
ec:08:6b:b6:59:0a,-89
f8:ab:05:4f:90:86,-58,-61,-60,-58,-61,-59,-59,-60,-57,-88,-58,-58,-59,-59,-59,-58,-58,-62,-62,-56,-58,-59,-62,-58,-59,-56,-58,-60,-65,-59
f8:ab:05:4f:90:85,-81,-78,-77,-79,-78,-80,-79,-81,-79,-81,-79,-79,-79,-77,-78,-79,-78,-78,-80,-79,-79,-79,-78,-78,-78,-78,-79,-78,-81,-77,-79,-77,-82,-77,-78
f8:ab:05:4f:90:87,-71,-72,-72,-72,-71,-70,-72,-72,-71,-71,-70,-72,-72,-71,-75,-72,-73,-73,-72,-77,-73,-74,-73,-73,-72,-73,-73,-73,-74,-75,-77,-76,-78,-71
40:65:a3:a8:a7:4e,-82,-82,-82
58:d5:6e:a9:68:33,-80,-78,-79,-73,-77,-76,-75,-78,-78
b6:b9:8a:4d:24:ce,-88
ac:f1:df:c8:c1:aa,-81,-83,-83
7c:8b:ca:f9:9a:95,-86,-84,-86
58:d5:6e:a9:68:34,-85,-89,-90,-91,-88,-88,-90,-87,-88,-90,-89,-88,-88,-87,-84,-88,-86,-87
18:a6:f7:bc:ed:39,-71,-74,-73,-74,-73,-69,-72,-73,-73,-72,-73,-69,-82,-73
f4:f2:6d:fc:76:6a,-90,-89,-90,-89,-87,-87
ec:ad:e0:d4:e8:f8,-78,-79,-78,-78,-78,-77,-77,-78,-78,-83,-77,-80,-77,-81,-80,-79,-78,-81,-78,-78
42:65:a3:a8:a7:4e,-86
