18:1e:78:00:25:5e,-90
24:f5:a2:eb:f3:25,-85,-87,-84
e8:2c:6d:0d:ee:a2,-88
62:f2:62:99:01:97,-25,-21,-21,-17,-17,-20,-17,-20,-21,-22,-20,-18,-21,-20,-20,-21,-20,-20,-20,-22,-22,-18,-19,-21,-22,-22,-17,-18,-21,-17,-17,-18,-21,-21,-22
a0:8c:fd:5e:48:c3,-79,-83,-80,-79,-81,-87
3c:7a:8a:fd:23:d8,-85,-84,-79
70:8b:cd:c8:b1:30,-72,-72
2a:f5:a2:eb:f3:25,-84,-83,-86,-84,-88,-84,-90,-83,-84
98:13:33:4a:7f:f8,-80,-82,-77,-77,-77,-76,-76,-75,-81,-82,-83,-82,-79,-79,-78,-77,-79,-82,-79,-82,-81,-81,-79,-79,-78
b8:ee:0e:bb:02:da,-83
60:e3:27:a1:06:17,-83
c0:7c:d1:0b:3a:78,-89,-88,-90
de:54:d7:1c:8b:9b,-87
18:90:d8:dc:2b:2e,-68,-73,-71,-73,-73,-70,-72,-69,-71,-71,-72,-72,-71,-68,-72,-72,-70,-71,-70,-70,-72,-69,-73,-72,-69
f0:82:61:46:9e:aa,-88,-89,-91,-88,-90,-89,-88,-89,-89,-87,-88,-87,-89,-88,-91,-88,-88,-85,-90,-87,-88
42:65:a3:ac:56:a6,-88,-88,-87
40:c7:29:f6:95:96,-90,-85,-89
b8:ee:0e:ba:fc:a3,-82,-83,-82,-79,-81,-78,-80,-77,-80,-83,-80,-79,-83,-80,-81,-82,-80,-83,-82,-81,-81,-82,-79,-81,-81,-80,-81,-80,-82,-81,-83,-81,-83,-83,-83
dc:fe:07:8c:bd:f8,-83,-86,-81,-82,-84
34:8a:ae:6b:5e:6f,-87,-87,-86,-87,-88,-90,-88,-86,-89,-87,-86,-88,-87,-88,-88,-87,-87,-87,-88,-86,-86,-88,-89,-90,-87,-90
b8:ee:0e:ba:fc:a2,-71,-70,-69,-70,-69,-71,-70,-72,-69,-73,-72,-76,-69,-70,-69,-75,-76,-74,-73,-68,-69
94:8f:cf:81:3e:0d,-86,-87
34:8a:ae:6b:5e:6e,-68,-67,-68,-65
18:60:24:d8:98:0a,-69,-70,-71,-67,-66,-67,-63,-69,-66,-66,-69,-69,-66,-65,-66,-66,-66,-66,-66,-66,-64,-67,-67,-67,-67,-62,-65
5a:d7:75:f8:18:ed,-88,-81,-87
e6:ab:05:4f:90:85,-76,-77,-77,-78,-74,-75,-74,-74,-74,-74,-73,-73,-73,-74,-72,-73,-73,-73,-73,-74,-73,-73,-73,-73,-73,-73,-74,-74,-73,-73,-73,-72,-73,-73,-72
18:d6:c7:4d:3b:ee,-82,-83,-83,-85,-82,-83,-84,-85,-84,-82,-83,-83,-82,-82,-83,-83,-84,-83,-84,-84,-85,-83,-85,-87,-87,-86,-85,-85,-84,-85,-85,-84,-86,-85
84:a0:6e:f3:14:2f,-87,-90,-92,-89,-90,-89,-89,-88,-90,-90,-89,-89,-90,-90,-90,-90,-90,-91,-90,-89,-87,-90,-88,-90
50:c7:bf:a2:64:70,-89,-89,-89,-89,-90,-88,-90,-87,-89,-89,-89,-89,-89,-90,-88,-89,-87,-88,-88,-88,-86,-86,-87,-89,-88,-85,-88,-89
18:d6:c7:4d:3b:ec,-67,-67,-68,-68,-65,-65,-67,-67,-66,-67,-67,-68,-67,-66,-66,-67,-66,-66,-65,-65,-66,-68,-65,-66,-67,-66,-65,-66,-68,-68
34:49:5b:21:27:ee,-83
84:a0:6e:f3:14:2e,-90,-85
c4:09:38:6d:3b:09,-50,-46,-50,-46,-51,-50,-47,-46,-47,-49,-51,-49,-49,-50,-48,-49,-47,-47,-50,-52,-46,-46,-50,-47,-47,-47,-53,-53,-48,-48,-47,-50,-48,-53,-49
86:a0:6e:f3:16:28,-90,-90,-88,-90,-89,-90,-89,-89,-90,-89,-90,-91,-91,-89,-89,-90,-90,-89,-87,-90,-88,-89,-87,-90
9c:c8:fc:2b:42:b3,-82,-80,-80,-82
9c:c8:fc:2b:42:b2,-58,-58,-72,-56,-56,-59,-58,-55,-57,-59,-58,-55,-56,-55,-56,-57,-56,-56,-58
44:e9:dd:4b:40:be,-85
c4:04:15:17:e1:90,-83
f8:ab:05:55:49:b6,-69,-67,-69,-71,-71,-69,-69,-72,-69,-70,-66,-70,-70,-71,-72,-69,-72
44:e9:dd:4f:50:ea,-73,-79,-73,-78,-80,-80,-72,-73,-83,-77,-84,-78,-77,-77
f0:82:61:46:9e:a9,-70,-64,-65,-64,-70,-65,-66,-79,-65,-70,-66,-66,-70,-70,-66,-68,-68,-67,-71,-68,-67,-65,-71,-65
da:13:99:7b:d9:5e,-82,-79,-80,-82,-83
54:64:d9:f7:ac:50,-78,-75,-76,-83,-77,-78,-79,-79,-79
00:23:6a:75:42:66,-82,-88,-86,-77,-86,-83,-84,-87,-84,-84,-80,-87,-84,-84,-83,-84,-84,-89,-84,-85
42:c7:29:f6:96:90,-85,-90
88:ad:43:cf:e7:38,-85,-74,-82,-81,-80,-78,-71,-75,-78,-80,-75,-77,-77,-76,-73,-77,-81
50:c7:bf:a2:64:6f,-77,-72,-82,-82,-77,-78,-80,-78
42:c7:29:f6:96:97,-84
fa:8f:ca:67:f3:1c,-86,-90
ec:08:6b:b6:59:0a,-85,-87
44:e9:dd:3e:bb:d6,-87
f8:ab:05:4f:90:86,-62,-65,-59,-60,-60,-61,-61,-58,-59,-58,-56,-60,-60,-62,-60,-61,-61,-61,-64,-64,-60,-63
f8:ab:05:4f:90:85,-75,-77,-77,-78,-74,-74,-74,-74,-74,-75,-73,-73,-73,-73,-73,-74,-73,-73,-74,-74,-74,-73,-73,-74,-73,-74,-73,-73,-74,-73,-73,-73,-73,-74,-73
f8:ab:05:4f:90:87,-74,-70,-74,-71,-72,-72,-73,-74,-74,-72,-73,-70,-73,-68,-72,-73,-69,-73,-74,-71,-68,-73,-67,-72,-69,-71,-72,-67,-72,-72,-68,-73,-69,-71,-72
5c:8f:e0:5a:a6:77,-83
40:65:a3:a8:a7:4e,-81,-77,-84
90:72:82:f2:08:76,-91
62:e3:27:a1:06:14,-87
58:90:43:b7:3f:66,-88,-89
58:d5:6e:a9:68:33,-74,-72,-74,-72,-72,-74,-72,-74,-75,-74,-72,-77,-75,-74,-75,-71,-73,-75,-74,-72,-73
86:a0:6e:f3:15:2f,-86
5c:8f:e0:30:0a:37,-88
b6:b9:8a:4d:24:ce,-88
d4:5d:df:67:b4:d8,-89
ac:f1:df:c8:c1:aa,-84,-79,-82,-83,-80,-80,-78,-84,-82,-86,-80,-85,-81,-86,-81,-85,-85,-80,-83,-86,-83,-81
7c:8b:ca:f9:9a:95,-87,-87,-90,-89,-90,-85,-85
