24:f5:a2:eb:f3:25,-88
64:66:24:f5:87:f6,-88
3c:7a:8a:fd:23:d8,-83,-80,-83,-82,-81,-81,-81,-82,-84,-80,-83,-84,-83,-86,-84,-82,-86,-83,-82,-79,-81,-82,-78,-79,-85,-81
70:8b:cd:c8:b1:30,-78,-78,-78,-79,-79,-79,-81,-79,-80,-78,-79,-78
0c:b6:d2:d5:32:dc,-89
0c:b6:d2:e0:ad:b0,-86,-82,-89,-88,-87,-87,-88,-85,-86,-91
40:f2:01:fb:d7:bf,-87,-88
98:13:33:4a:7f:f8,-85,-85,-85,-84,-81,-84,-84,-87,-86,-84,-85,-85,-84,-88,-85,-86
18:90:d8:dc:2b:2d,-82,-74,-74,-74,-74,-76,-75,-74,-75,-74,-75,-74,-74,-75,-74,-74,-74,-74,-75,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-76,-75,-75,-75,-74,-74
c0:7c:d1:0b:3a:78,-94,-90
18:90:d8:dc:2b:2f,-80,-86,-86,-86,-86,-85,-86,-86,-86,-86,-86,-86,-85,-86,-85,-85,-86,-85,-86,-86,-86,-85,-86,-86,-87,-86,-86,-86,-85,-85,-86,-86,-85,-87,-85
18:90:d8:dc:2b:2e,-66,-56,-55,-56,-58,-56,-56,-56,-55,-57,-57,-56,-56,-56,-54,-57,-55,-55,-88,-56,-56,-55,-56,-56,-55,-56,-56,-56,-56,-58,-57,-57,-56
84:a1:d1:5b:67:36,-90,-88,-90,-90,-88
34:8a:ae:6b:5e:6f,-82,-78,-78,-78,-79,-79,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-78,-79,-79,-78,-78,-78,-75,-78,-78,-77,-78,-78,-78,-78,-78,-78,-78,-78
dc:fe:07:8c:bd:f8,-89,-88,-88,-87
b8:ee:0e:ba:fc:a2,-80,-81,-80,-80,-80,-79,-81,-81,-80,-81,-86,-78
88:a6:c6:7b:56:96,-86,-89,-85,-85,-89,-85,-87,-83,-88,-88,-86,-82,-85,-86,-91,-86,-90,-85,-85
34:8a:ae:6b:5e:6e,-68,-68,-68,-68,-68,-69,-68,-68,-67,-68,-69
18:60:24:d8:98:0a,-84,-86,-83,-84,-85,-85,-88,-87,-87,-85,-83,-86,-84
06:90:d8:dc:2b:2d,-81,-74,-74,-75,-74,-75,-75,-74,-75,-74,-74,-74,-75,-75,-74,-74,-74,-74,-74,-75,-74,-75,-74,-74,-74,-74,-74,-75,-74,-74,-74,-74,-75,-74,-74
34:64:a9:87:16:87,-90,-88,-89,-90,-88,-90,-89,-90,-89
00:cb:51:99:54:0a,-85,-79,-84
88:ad:43:cf:f2:18,-90
18:d6:c7:4d:3b:ee,-56,-57,-57,-57,-57,-57,-57,-58,-57,-57,-57,-58,-57,-58,-57,-57,-57,-57,-57,-57,-57,-57,-56,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
18:d6:c7:4d:3b:ec,-62,-49,-51,-49,-50,-50,-50,-50,-50,-49,-50,-50,-50,-51,-49,-50,-50,-51,-50,-50,-50,-50,-49,-50,-50,-50,-82,-50,-51,-49,-50,-50,-49,-49,-50
c4:09:38:6d:3b:09,-59,-54,-53,-50,-54,-52,-52,-54,-53,-57,-51,-54,-52,-52,-52,-54,-56,-52,-53,-52,-51,-52,-52,-52,-52,-51,-53,-55,-53,-53,-52,-53,-51,-55,-51
9c:c8:fc:2b:42:b2,-87,-86
f8:ab:05:55:49:b6,-90,-91,-91,-88,-89,-87,-89,-90,-89
44:e9:dd:4f:50:ea,-83,-86,-82,-80,-83,-79,-83,-82,-82,-84,-84,-84,-81,-83,-85,-83,-80,-81
f0:82:61:46:9e:a9,-79,-82,-81,-81,-80,-81,-80,-85,-83,-80
7a:8a:20:54:02:a2,-90
54:64:d9:f7:ac:50,-79,-77,-79,-75,-76
00:23:6a:75:42:66,-88,-90,-87,-90,-88,-88,-88,-88,-87,-84,-91,-91,-88,-88,-87,-87,-87,-89,-88
54:64:d9:36:99:38,-92,-89
88:ad:43:cf:e7:38,-82,-82,-83,-90,-81,-82,-80,-83,-82,-83,-81,-82,-91,-81,-83,-79,-79,-79,-80,-80
9e:da:c4:52:b7:d6,-89,-90,-91,-89
50:c7:bf:a2:64:6f,-92,-82,-86,-83,-83,-75,-82,-82
fa:8f:ca:67:f3:1c,-90,-92
f8:ab:05:4f:90:86,-88,-75,-74,-74,-76,-76,-77,-78,-76,-76,-76,-74,-74,-75,-75,-75
90:72:82:f2:08:76,-87,-91,-89,-86,-88,-89,-90,-89,-89,-87,-90,-88,-87,-88,-90,-89,-87
5c:8f:e0:5a:a6:77,-91
62:e3:27:a1:06:14,-84,-84,-82,-87,-85,-84,-84,-84,-84,-84,-83,-85,-83,-83,-84,-83,-85
58:d5:6e:a9:68:33,-90,-83,-82,-82,-82,-84,-86,-80,-82,-83,-80,-82,-82,-82,-80,-87,-82,-83,-82,-84,-81,-83,-82,-82,-81,-81,-82
5c:8f:e0:30:0a:37,-87
ba:b9:8a:4d:2b:9f,-90
ac:f1:df:c8:c1:aa,-88
88:a6:c6:7b:0b:5e,-90,-91,-89,-89,-89,-92
18:a6:f7:bc:ed:39,-85,-86,-85,-85,-85,-84,-84,-83,-85,-83,-84,-82,-83,-85,-84,-84,-85,-84,-83,-82,-84,-85
ec:ad:e0:d4:e8:f8,-93,-86,-88,-90,-90,-89,-88,-88,-89,-88,-87,-87,-85,-86,-86,-88,-87,-86,-86,-87,-89,-86,-86,-88,-88,-88,-85,-87
