C2:3B:C4:50:F8:6B,-88,-91,-87,-83,-84,-82,-81,-76,-79,-78,-78,-89,-80,-83,-85,-86
CF:27:BE:19:4E:31,-65,-76,-90,-80,-68,-69,-71,-76,-73,-74,-74,-74,-76,-74,-73,-75,-72,-70,-71,-82,-83,-73,-94,-72,-81,-72,-81,-77,-78,-80,-81,-77,-77
CA:D9:80:DE:59:61,-83,-79,-86,-82,-86,-88,-85,-85,-83,-82,-82,-84,-80,-76,-78,-83,-82,-80,-91,-80,-86,-94,-84,-82,-78,-78,-84,-84,-84
CE:F1:1F:F8:97:20,-71,-63,-80,-67,-52,-65,-65,-65,-67,-63,-62,-61,-61,-57,-57,-57,-57,-57,-53,-54,-56,-58,-60,-59,-61,-62,-66,-60,-59,-60,-60,-60,-64,-64,-68
DF:5A:33:2A:96:47,-85,-91,-86,-85,-82,-91,-96,-96,-93,-91,-90,-90,-80,-84,-101,-88,-90,-87,-91,-84,-84,-83,-85,-84,-92,-93,-90
DB:4F:6E:19:A2:52,-92,-90,-87,-90,-97,-91,-100,-94,-99,-87,-87,-89,-89,-98,-89,-103,-96,-86,-97
FC:B0:61:E1:7F:E2,-85,-95,-88,-86,-87,-91,-84,-86,-86,-84,-83,-79,-83,-84,-89,-91,-87,-82,-85,-81,-80,-86,-87,-87,-86,-88,-87
