CF:27:BE:19:4E:31,-77,-78,-77,-81,-78,-78,-83,-78,-77,-78,-80
CA:D9:80:DE:59:61,-79,-83,-83,-84,-84,-83,-83,-81,-83,-84,-83,-83
CE:F1:1F:F8:97:20,-60,-65,-67,-64,-66,-67,-67,-67,-64,-65,-64
FC:B0:61:E1:7F:E2,-78,-75,-74,-73,-74,-73,-75,-74,-74
