CF:27:BE:19:4E:31,-85,-89,-88,-88,-89,-89,-87,-89,-89,-89
CA:D9:80:DE:59:61,-64,-68,-68,-68,-69,-69,-68,-68,-68,-69,-69,-69
CE:F1:1F:F8:97:20,-86,-87,-86,-84,-86,-87,-83,-87,-85
FC:B0:61:E1:7F:E2,-86,-85,-85,-86,-87,-87,-84,-86,-84,-85,-84
