CF:27:BE:19:4E:31,-77,-77,-79,-79,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83
CA:D9:80:DE:59:61,-62,-62,-62,-65,-65,-65,-65,-66,-67,-67,-67,-68,-68,-69,-69,-69,-69,-69,-69,-69,-68,-68,-68,-68,-68,-68,-68,-68,-67,-67,-67,-67
CE:F1:1F:F8:97:20,-85,-83,-83,-82,-82,-82,-82,-82,-82,-81,-81,-81,-81,-80,-80,-80,-79,-79,-79,-79,-79,-79,-80,-80,-79,-79,-79,-78,-78
FC:B0:61:E1:7F:E2,-96,-89,-87,-85,-84,-83,-83,-83,-83,-84,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-83,-83,-83
