70:0f:6a:de:c1:40,-65,-65,-69,-68,-69,-69,-69,-69,-69,-69,-69,-69,-70,-69,-70,-69,-70,-69,-70,-69,-70,-69,-70,-69,-70,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-70,-71,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70
70:0f:6a:c8:29:40,-67,-67,-71,-72,-73,-72,-72,-72,-72,-72,-72,-72,-72,-73,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73
70:0f:6a:de:ba:60,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73
10:bd:18:c6:b7:a0,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-79,-79,-79,-80,-80,-80,-80,-80,-80
