70:0f:6a:de:c1:40,-69,-69,-66,-67,-66,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-65,-66,-65,-65,-65,-66,-65,-66,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
70:0f:6a:c8:29:40,-74,-74,-75,-75,-75,-75,-75,-76,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76
70:0f:6a:de:ba:60,-83,-83,-82,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-80
10:bd:18:c6:b7:a0,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82
