70:0f:6a:de:c1:40,-65,-65,-70,-69,-71,-70,-71,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,-73,-73,-73,-72,-72,-72,-72,-72,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70
70:0f:6a:de:ba:60,-73,-73,-74,-74,-74,-74,-74,-74,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73
10:bd:18:c6:b7:a0,-82,-82,-82,-82,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83
