C2:3B:C4:50:F8:6B,-77,-72,-72,-73,-72,-72,-74,-75,-73,-72,-72,-75,-68,-67,-68,-73,-75,-73,-76,-76,-80,-78,-84,-77,-77,-73,-73,-76,-81,-75,-73,-85,-76,-76,-72
DF:5A:33:2A:96:47,-71,-63,-61,-76,-75,-75,-76,-76,-83,-83,-76,-82,-74,-71,-70,-70,-73,-73,-67,-66,-65,-64,-73,-74,-88,-76,-76,-71,-68,-64,-65,-65,-67,-81
DB:4F:6E:19:A2:52,-77,-77,-83,-86,-83,-87,-85,-86,-82,-78,-79,-80,-80,-84,-80,-82,-77,-80,-80,-79,-80,-85,-87,-79,-79,-80,-79,-78,-77,-78,-79,-82,-85,-83
