gpnum,x,y,ap1,ple1,ap2,ple2,ap3,ple3,ap4,ple4
1,1.437,0.01,0,10:bd:18:c6:b7:a0,-3.4524431818181824,70:0f:6a:c8:29:40,5.311289154585979,70:0f:6a:de:ba:60,5.640311761238032,70:0f:6a:de:c1:40,6.997714748200562
2,1.437,2.5,0,10:bd:18:c6:b7:a0,18.176299857896584,70:0f:6a:c8:29:40,5.642048121364716,70:0f:6a:de:ba:60,5.644839568527826,70:0f:6a:de:c1:40,6.9770479398352805
3,1.437,5.0,0,10:bd:18:c6:b7:a0,10.137576755810397,70:0f:6a:c8:29:40,5.737857642300218,70:0f:6a:de:ba:60,5.730984652822863,70:0f:6a:de:c1:40,6.706707047914088
4,1.437,7.5,0,10:bd:18:c6:b7:a0,8.22261756823563,70:0f:6a:c8:29:40,5.894039989674811,70:0f:6a:de:ba:60,5.84228606880587,70:0f:6a:de:c1:40,6.194108003414457
5,1.437,10.0,0,10:bd:18:c6:b7:a0,7.209999999999999,70:0f:6a:c8:29:40,6.367404428475991,70:0f:6a:de:ba:60,6.000425478117884,70:0f:6a:de:c1:40,6.099647336014411
6,1.437,12.5,0,10:bd:18:c6:b7:a0,6.587462574729467,70:0f:6a:c8:29:40,7.1897652840041335,70:0f:6a:de:ba:60,6.871061350092549,70:0f:6a:de:c1:40,5.77722953827975
7,2.687,1.25,0,10:bd:18:c6:b7:a0,28.237511813966712,70:0f:6a:c8:29:40,5.458674321881775,70:0f:6a:de:ba:60,5.5259632266118315,70:0f:6a:de:c1:40,7.770321775691639
8,2.687,3.75,0,10:bd:18:c6:b7:a0,11.549035515452132,70:0f:6a:c8:29:40,5.618465052905906,70:0f:6a:de:ba:60,5.801249129793333,70:0f:6a:de:c1:40,7.448071904339769
9,2.687,6.25,0,10:bd:18:c6:b7:a0,9.156172475949836,70:0f:6a:c8:29:40,5.641335681222673,70:0f:6a:de:ba:60,5.98888884743076,70:0f:6a:de:c1:40,6.943971080691985
10,2.687,8.75,0,10:bd:18:c6:b7:a0,7.467050806160741,70:0f:6a:c8:29:40,6.208922257375412,70:0f:6a:de:ba:60,6.044869410253438,70:0f:6a:de:c1:40,6.616470134959018
11,2.687,11.25,0,10:bd:18:c6:b7:a0,6.966654903974441,70:0f:6a:c8:29:40,6.766250530441172,70:0f:6a:de:ba:60,6.656715562609631,70:0f:6a:de:c1:40,6.292834590049756
12,3.937,0.0,0,10:bd:18:c6:b7:a0,17.912247687250126,70:0f:6a:c8:29:40,5.307044364903802,70:0f:6a:de:ba:60,5.568524871132437,70:0f:6a:de:c1:40,8.760959276617237
13,3.937,2.5,0,10:bd:18:c6:b7:a0,13.115630722719095,70:0f:6a:c8:29:40,5.656074071947288,70:0f:6a:de:ba:60,5.8737510982609775,70:0f:6a:de:c1:40,8.625805532561035
14,3.937,5.0,0,10:bd:18:c6:b7:a0,9.597504137684647,70:0f:6a:c8:29:40,5.6741800806909435,70:0f:6a:de:ba:60,5.927831455987512,70:0f:6a:de:c1:40,7.994716133013215
15,3.937,7.5,0,10:bd:18:c6:b7:a0,7.953558269867278,70:0f:6a:c8:29:40,5.913736888525841,70:0f:6a:de:ba:60,5.842514440749699,70:0f:6a:de:c1:40,7.551705853782095
16,3.937,10.0,0,10:bd:18:c6:b7:a0,7.165667785979122,70:0f:6a:c8:29:40,6.40174172987351,70:0f:6a:de:ba:60,6.5926961428577,70:0f:6a:de:c1:40,6.737821404058962
17,3.937,12.5,0,10:bd:18:c6:b7:a0,6.734390545109438,70:0f:6a:c8:29:40,7.01245699950464,70:0f:6a:de:ba:60,7.132533255399017,70:0f:6a:de:c1:40,6.166439550272783
