gpnum,x,y,ap1,ple1,ap2,ple2,ap3,ple3,ap4,ple4
1,1.437,0.01,0,10:bd:18:c6:b7:a0,-3.5165546218487393,70:0f:6a:c8:29:40,5.424807050332069,70:0f:6a:de:ba:60,5.584711745969055,70:0f:6a:de:c1:40,6.780480702081347
2,1.437,2.5,0,10:bd:18:c6:b7:a0,17.99266181828155,70:0f:6a:c8:29:40,5.57193019251974,70:0f:6a:de:ba:60,5.73580740634297,70:0f:6a:de:c1:40,6.876317582524755
3,1.437,5.0,0,10:bd:18:c6:b7:a0,10.23930877229618,70:0f:6a:c8:29:40,5.842480295659886,70:0f:6a:de:ba:60,5.8428608748340185,70:0f:6a:de:c1:40,6.569945863378633
4,1.437,7.5,0,10:bd:18:c6:b7:a0,8.173819241945928,70:0f:6a:c8:29:40,5.9865592547420565,70:0f:6a:de:ba:60,5.848850922150507,70:0f:6a:de:c1:40,5.976970489000916
5,1.437,10.0,0,10:bd:18:c6:b7:a0,7.140000000000001,70:0f:6a:c8:29:40,6.399623415601864,70:0f:6a:de:ba:60,6.084112507973543,70:0f:6a:de:c1:40,5.968749154873393
6,1.437,12.5,0,10:bd:18:c6:b7:a0,6.839993302898256,70:0f:6a:c8:29:40,7.251636553841747,70:0f:6a:de:ba:60,6.667449803825481,70:0f:6a:de:c1:40,5.564436498980111
7,2.687,1.25,0,10:bd:18:c6:b7:a0,28.501748592846972,70:0f:6a:c8:29:40,5.507765040245361,70:0f:6a:de:ba:60,5.6964892702003125,70:0f:6a:de:c1:40,7.7821172904815015
8,2.687,3.75,0,10:bd:18:c6:b7:a0,11.578611077505258,70:0f:6a:c8:29:40,5.705631358955602,70:0f:6a:de:ba:60,5.974930662411594,70:0f:6a:de:c1:40,7.347913079184549
9,2.687,6.25,0,10:bd:18:c6:b7:a0,8.992682749058961,70:0f:6a:c8:29:40,5.902029652089217,70:0f:6a:de:ba:60,6.142840072910566,70:0f:6a:de:c1:40,6.8550458242148675
10,2.687,8.75,0,10:bd:18:c6:b7:a0,7.7147241410923275,70:0f:6a:c8:29:40,6.220494578260582,70:0f:6a:de:ba:60,6.45162362876775,70:0f:6a:de:c1:40,6.408882315226277
11,2.687,11.25,0,10:bd:18:c6:b7:a0,6.918613764633412,70:0f:6a:c8:29:40,6.644499917596966,70:0f:6a:de:ba:60,6.803096356964793,70:0f:6a:de:c1:40,5.9242954975912365
12,3.937,0.0,0,10:bd:18:c6:b7:a0,18.55498399480766,70:0f:6a:c8:29:40,5.3057997833591894,70:0f:6a:de:ba:60,5.707211050089023,70:0f:6a:de:c1:40,8.66344497593096
13,3.937,2.5,0,10:bd:18:c6:b7:a0,13.030417907383695,70:0f:6a:c8:29:40,5.629757741163088,70:0f:6a:de:ba:60,5.734473425317971,70:0f:6a:de:c1:40,9.312215660813578
14,3.937,5.0,0,10:bd:18:c6:b7:a0,9.452683963375009,70:0f:6a:c8:29:40,5.843031157033811,70:0f:6a:de:ba:60,5.834007751757835,70:0f:6a:de:c1:40,8.07638779087274
15,3.937,7.5,0,10:bd:18:c6:b7:a0,8.183039754232084,70:0f:6a:c8:29:40,5.800378555917756,70:0f:6a:de:ba:60,6.046767063129127,70:0f:6a:de:c1:40,7.442716992084152
16,3.937,10.0,0,10:bd:18:c6:b7:a0,7.177279628121367,70:0f:6a:c8:29:40,6.461062444314422,70:0f:6a:de:ba:60,6.546861334156082,70:0f:6a:de:c1:40,6.456651716596222
17,3.937,12.5,0,10:bd:18:c6:b7:a0,6.816372463423674,70:0f:6a:c8:29:40,7.016628954359975,70:0f:6a:de:ba:60,7.120409158159494,70:0f:6a:de:c1:40,5.844427636309657
