1,2.90,0.65,0.35,3.20
2,2.90,3.20,0.35,5.75
3,2.90,5.75,0.35,8.30
4,2.90,8.30,0.35,10.85
5,5.45,8.30,2.90,10.85
6,8.00,8.30,5.45,10.85
