1,0.15,0.60,2.70,3.15
2,0.15,3.15,2.70,5.70
3,0.15,5.70,2.70,8.25
4,2.70,0.60,5.25,3.15
5,2.70,3.15,5.25,5.70
6,2.70,5.70,5.25,8.25
