70:0f:6a:de:c1:40,Sheridan Secure Access,-67,-66,-66,-66,-66,-67,-66,-66,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
70:0f:6a:de:ba:60,eduroam,-72,-72,-72,-72,-72,-72,-71,-72,-72,-72,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-71,-70,-70,-70,-71,-71,-71,-71
70:0f:6a:c8:29:40,Sheridan Secure Access,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-75,-76,-76,-76,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-76
70:0f:6a:de:ba:60,Sheridan Secure Access,-77,-77,-78,-79,-79,-78,-78,-78,-78,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78
10:bd:18:c6:b7:a0,eduroam,-84,-83,-83,-83,-85,-85,-84,-84
70:0f:6a:c8:29:40,eduroam,-77,-78,-77
