70:0f:6a:de:c1:40,-63,-63,-66,-64,-64,-63,-63,-64,-64,-63,-64,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-64,-63,-64,-63,-64,-63,-63,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
70:0f:6a:c8:29:40,-78,-78,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76
70:0f:6a:de:ba:60,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80
10:bd:18:c6:b7:a0,-90,-90,-86,-85,-84,-84,-85,-84,-84,-84,-84,-83,-83,-83,-83,-83
