64:66:24:f5:87:f6,-88
98:da:c4:52:b7:d6,-84,-83,-87
54:64:d9:f7:ac:50,-81,-78,-80,-73,-74,-78
00:23:6a:75:42:66,-85,-82,-84,-83,-84,-84,-81,-83,-82,-83,-84,-83,-85,-83,-82,-84,-89
92:72:82:f2:08:76,-89
12:08:b1:54:f0:9c,-85,-85
40:c7:29:f8:4d:96,-83
88:ad:43:cf:e7:38,-78,-78,-78,-80,-77,-77,-76
9e:da:c4:52:b7:d6,-86,-86,-86,-82
50:c7:bf:a2:64:6f,-84,-81,-81,-86,-83,-83,-84,-82
64:66:24:f2:ae:36,-88,-87
44:e9:dd:3e:bb:d6,-70
f8:ab:05:4f:90:86,-66,-69,-68,-67,-69,-69,-69,-68,-70,-70,-70,-70,-70,-70,-71,-71,-70,-70,-69,-69,-69,-70,-69,-69,-71,-70,-70,-70,-68,-68,-67,-70,-70,-70
5a:d7:75:f8:10:9d,-89
f8:ab:05:4f:90:85,-89,-89,-90,-89,-90,-89,-90,-87,-89,-90,-89,-89,-90,-89,-90,-88,-89,-90,-88,-88,-89,-91,-87
90:72:82:f2:08:76,-88,-76,-89,-86,-87
5c:8f:e0:5a:a6:77,-87
3c:90:66:cd:44:3e,-86,-90,-85,-90,-84,-85
62:e3:27:a1:06:14,-81
58:d5:6e:a9:68:33,-66,-69,-66,-66,-68,-68,-64,-65,-68,-67,-67,-68,-65,-67,-67,-68,-67,-70,-70,-67,-71,-67,-69,-70,-69,-67,-69,-68,-69
86:a0:6e:f3:15:2f,-88
ac:f1:df:c8:c1:aa,-82,-83,-79,-80,-78,-80
58:d5:6e:a9:68:34,-90,-89,-90,-89,-90,-91,-91,-89,-89,-89,-89,-91,-89,-90,-89,-92,-89,-91,-88,-90,-89,-89,-88,-89,-90,-89,-88,-90,-90,-89,-91,-89,-90,-90,-89
18:a6:f7:bc:ed:39,-76,-78,-78
40:65:a3:ac:56:a6,-89
78:8a:20:54:02:a2,-90,-89
