e8:2c:6d:0d:ee:a2,-88,-82,-79
06:90:d8:dc:2b:2d,-85,-81,-82,-82,-84,-82,-82,-82,-83,-83,-82,-84,-84,-82,-82,-83,-82,-83,-84,-83,-82,-81,-82,-83,-82,-81,-81,-81,-82,-81,-82,-82,-82,-82,-83
5a:d7:75:f8:18:ed,-86,-84
78:24:af:7b:15:c8,-86,-88,-84,-85,-87
6c:ca:08:bf:62:95,-90,-89,-90,-92,-90,-90,-91,-90,-92,-91,-91,-91,-91,-90,-92,-89,-90,-89,-91,-89,-90,-90,-91
e6:ab:05:4f:90:85,-90,-91,-89
18:d6:c7:4d:3b:ee,-74,-68,-68,-68,-67,-68,-68,-69,-68,-67,-68,-68,-68,-68,-68,-68,-68,-67,-68,-68,-67,-69,-67,-68,-68,-68,-68,-67,-68,-67,-68,-67,-67,-68,-67
18:d6:c7:4d:3b:ec,-55,-52,-53,-53,-53,-52,-53,-53,-53,-53,-53,-52,-53,-51,-53,-52,-52,-52,-52,-53,-52,-52,-53,-52,-52,-52,-53,-53,-52,-53,-53,-52
5c:8f:e0:5b:3b:75,-85,-80,-84,-83,-81
c4:09:38:6d:3b:09,-39,-37,-37,-39,-39,-34,-34,-37,-40,-41,-40,-37,-38,-38,-38,-37,-38,-39,-39,-38,-37,-41,-38,-40,-38,-38,-41,-40,-39,-38,-38,-39,-36,-39,-39
f8:ab:05:55:49:b6,-70,-68,-69,-68,-68,-68,-69,-68,-68,-67,-69,-68,-71,-68,-67,-67,-70,-70,-70
5e:ba:ba:75:e1:fb,-88,-88
44:e9:dd:4f:50:ea,-70,-71,-72,-68,-69,-69,-67,-57,-65,-64,-64,-67,-64,-68,-69
a0:63:91:b7:09:90,-85,-80
3a:b1:db:82:9d:c1,-80,-81
f0:82:61:46:9e:a9,-76,-76,-77,-89,-81
da:13:99:7b:d9:5e,-70
54:64:d9:f7:ac:50,-76,-70,-70,-72,-71,-69,-72,-69,-73
00:23:6a:75:42:66,-82,-78,-77,-76,-79,-78,-76,-76,-77,-78,-79,-78,-78,-77,-79,-75,-76,-75,-78,-77,-79,-80,-79
92:72:82:f2:08:76,-84,-82,-86,-85,-81,-83,-81,-84
12:08:b1:54:f0:9c,-76
88:ad:43:cf:e7:38,-76,-69,-69,-68,-71,-70,-70,-69,-70,-71,-70
50:c7:bf:a2:64:6f,-76,-77,-76,-74,-75,-76,-75,-76,-69,-75,-67,-76,-74
ec:08:6b:b6:59:0a,-83,-84,-84
f8:ab:05:4f:90:86,-60,-61,-58,-62,-56,-56,-64,-60,-61,-56,-62,-61,-63,-64,-62,-63,-64,-64,-62,-63,-56
f8:ab:05:4f:90:85,-90,-91,-90,-92,-90
5c:8f:e0:5a:a6:77,-82,-82
40:65:a3:a8:a7:4e,-85,-79,-81,-80
90:72:82:f2:08:76,-80
62:e3:27:a1:06:14,-81
58:d5:6e:a9:68:33,-73,-71,-74,-78,-78
88:71:b1:a5:38:00,-90
26:f5:a2:58:ba:17,-88
88:a6:c6:7b:0b:5e,-86,-81,-84,-82,-86,-83,-82,-77,-76,-85,-84,-83,-82,-78
ac:f1:df:c8:c1:aa,-80,-80,-81,-78,-75,-81,-83,-78,-79,-74,-80,-80,-77,-80,-81
7c:8b:ca:f9:9a:95,-83,-82
18:a6:f7:bc:ed:39,-69,-64,-65,-64,-63,-64,-63,-64,-64,-64,-64,-64,-64,-64,-64,-63,-64,-64,-63,-64,-64,-62,-63,-62,-64,-62,-63,-63,-65,-64,-64
f4:f2:6d:fc:76:6a,-84,-81,-82
40:65:a3:ac:56:a6,-87,-91,-77,-80,-81,-82,-77,-78,-82
ec:ad:e0:d4:e8:f8,-75,-74,-73,-74,-74,-73,-74,-74,-74,-69,-73,-68,-76,-76,-72,-71,-74,-73,-68,-73,-70,-75,-74,-69
2c:79:d7:09:6c:f6,-87
