24:f5:a2:eb:f3:25,-82
18:1e:78:00:25:5e,-86,-86,-84,-83
b6:b9:8a:4d:2b:9f,-88,-90,-89
dc:fe:07:ab:06:08,-87
3c:7a:8a:fd:23:d8,-86,-86,-87,-82,-84
ac:3b:77:ac:aa:5e,-86,-86,-76
da:31:34:c8:a2:df,-84,-82,-82
ae:3b:77:ac:ab:5f,-85,-87,-86
70:8b:cd:c8:b1:30,-72,-71,-72,-66,-72,-71,-66,-69,-65,-69,-70
98:13:33:4a:7f:f8,-88,-85,-83,-88,-86,-88,-87,-87,-88,-86,-85,-82,-76,-87,-87,-87,-83,-88,-87,-86,-87,-86,-86,-86,-87,-85
18:90:d8:dc:2b:2d,-85,-83,-84,-84,-84,-83,-83,-83,-84,-84,-83,-83,-83,-83,-85,-84,-83,-84,-84,-84,-84,-85,-84,-83,-83,-84,-83,-84,-84,-84,-83,-85,-84,-83,-84
ba:b9:8a:4d:24:ce,-89,-87
18:90:d8:dc:2b:2f,-84,-91,-84,-84,-84,-91,-84,-91,-93,-83,-89,-91,-83,-84,-84,-84,-83,-84,-84,-91,-84,-85,-85,-83,-91,-83,-83,-84,-84,-91,-84,-91,-91,-84
18:90:d8:dc:2b:2e,-65,-77,-66,-67,-65,-66,-65,-65,-65,-66,-66,-85,-65,-65,-65,-68,-66,-67,-67,-65,-66,-67,-68,-65,-64,-65,-65,-64,-65,-63,-65,-67,-63,-65,-64
08:3e:5d:6a:cc:be,-90,-88,-87,-91,-89
34:8a:ae:6b:5e:6f,-66,-68,-67,-67,-67,-68,-67,-67,-68,-67,-67,-67,-68,-67,-68,-67,-67,-67,-67,-67,-68,-68,-67,-67,-68,-67,-68,-67,-68,-68,-67,-68,-68,-67,-68
dc:fe:07:8c:bd:f8,-83,-80,-79,-78,-78,-77,-77,-76,-81,-82,-82,-82
b8:ee:0e:ba:fc:a2,-77,-78,-78,-74,-76,-74,-78,-78
4c:12:65:0d:c0:5b,-91
34:8a:ae:6b:5e:6e,-47,-46,-49,-49,-47,-45,-46,-46,-49,-49,-47,-49,-46,-50,-47,-50,-49,-49,-47,-46,-50,-46,-45,-45,-45,-48,-49,-46
88:a6:c6:7b:56:96,-84,-83,-86,-81,-83,-82,-84,-82,-83,-86,-90,-85,-83,-83,-82,-86,-84,-81,-85,-82,-83,-84,-84
18:60:24:d8:98:0a,-83,-78,-81,-84,-85,-84,-81,-80,-77,-85,-82,-80,-82,-79,-84,-82
06:90:d8:dc:2b:2d,-85,-84,-83,-84,-84,-83,-84,-84,-84,-84,-83,-84,-84,-83,-83,-83,-83,-84,-84,-84,-84,-83,-84,-84,-83,-84,-84,-84,-85,-83,-84,-85,-84,-84,-84
34:64:a9:87:16:87,-89,-90,-89,-89
5a:d7:75:f8:18:ed,-81,-79,-81,-81
3c:90:66:e1:ff:f7,-90
00:cb:51:99:54:0a,-77,-75,-78,-77,-76,-75
62:e3:27:a1:30:dc,-92,-91,-92,-91,-93,-91,-91,-92,-92,-93
ae:79:d7:7d:72:89,-85,-87
88:ad:43:cf:f2:18,-88,-86
18:d6:c7:4d:3b:ee,-64,-62,-63,-62,-63,-63,-63,-63,-62,-63,-63,-63,-63,-63,-63,-62,-62,-63,-63,-62,-62,-63,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63
18:d6:c7:4d:3b:ec,-57,-54,-53,-54,-53,-53,-53,-53,-53,-49,-54,-53,-54,-53,-53,-54,-53,-53,-77,-53,-53,-53,-53,-53,-54,-53,-54,-53,-53,-53,-54,-53,-53,-54,-54
c4:09:38:6d:3b:09,-51,-47,-48,-46,-46,-47,-46,-48,-47,-50,-49,-47,-47,-48,-48,-48,-46,-48,-49,-47,-47,-48,-48,-47,-49,-46,-48,-48,-46,-47,-49,-50,-47,-47,-47
5a:d7:75:f8:1e:6d,-88,-89,-87
9c:c8:fc:2b:42:b2,-82,-83,-81,-81
f8:ab:05:55:49:b6,-73,-77,-73
58:90:43:b7:8e:f6,-89
f0:82:61:46:9e:a9,-82,-85
7a:8a:20:54:02:a2,-87
98:da:c4:52:b7:d6,-86,-84,-88
54:64:d9:f7:ac:50,-70,-75,-73,-72
00:23:6a:75:42:66,-80,-82,-82,-84,-85,-83,-91,-88,-83,-84,-81,-84,-82,-84,-81,-84,-70,-82
92:72:82:f2:08:76,-85,-81
88:ad:43:cf:e7:38,-76,-74,-55,-82,-75
9e:da:c4:52:b7:d6,-87,-89,-85
e8:2c:6d:1f:10:e8,-89,-90
50:c7:bf:a2:64:6f,-74,-74,-72,-71,-73,-72,-75,-71,-73,-75,-72,-75,-75,-65,-74,-76,-77,-74,-72,-73,-73,-74,-65
64:66:24:f2:ae:36,-78
44:e9:dd:3e:bb:d6,-89,-84,-84,-84,-85
f8:ab:05:4f:90:86,-63,-62,-62,-64,-63,-62,-64,-55,-62,-62,-64,-62,-63,-62,-63,-64,-54,-64,-63,-63,-62,-63,-62,-63,-64,-62
40:65:a3:a8:a7:4e,-88
62:e3:27:a1:06:14,-83,-83
5c:8f:e0:32:5e:14,-88,-85
58:d5:6e:a9:68:33,-82,-80,-76,-77,-75,-82,-79,-80,-76,-78
b6:b9:8a:4d:24:ce,-88,-90,-87,-88,-90,-88,-87,-89
fa:8f:ca:5b:4d:5e,-86,-82,-85,-87,-88,-88,-87,-82,-88,-85
ba:b9:8a:4d:2b:9f,-86,-90
ac:f1:df:c8:c1:aa,-81,-87,-84,-86
7c:8b:ca:f9:9a:95,-85,-84,-80
18:a6:f7:bc:ed:39,-74,-73,-73,-75,-74,-74,-75,-75,-74,-73,-75,-74,-75,-75,-73,-76,-74,-75,-74
ec:ad:e0:d4:e8:f8,-76,-79,-76,-77,-76,-79,-77,-78,-79,-77,-78,-76,-77,-79,-79,-59,-79,-78,-78,-76,-77,-78,-76,-78,-77,-76,-76
2c:79:d7:09:6c:f6,-82,-87,-85,-84
78:8a:20:54:02:a2,-90
9c:d6:43:d6:2b:fe,-89
