C2:3B:C4:50:F8:6B,-90,-85,-83,-83,-83,-86,-85,-85,-88,-88,-88,-83,-83,-83,-82,-82,-89,-89,-88,-85,-83,-82,-83
CF:27:BE:19:4E:31,-92,-94,-94,-94,-93,-94,-95,-93,-94,-94,-94,-96,-93,-93
CA:D9:80:DE:59:61,-79,-89,-87,-87,-85,-87,-84,-83,-83,-88,-85,-85,-87,-87,-87,-83,-83,-83,-84,-84,-86,-85,-94,-87,-87,-87
CE:F1:1F:F8:97:20,-100,-97,-97,-101,-96,-97,-103,-100,-101,-102
DF:5A:33:2A:96:47,-81,-89,-83,-80,-94,-85,-84,-82,-82,-89,-87,-91,-96,-94,-82,-82,-85,-86,-85,-85,-83,-83,-83,-98
DB:4F:6E:19:A2:52,-66,-67,-70,-77,-72,-70,-79,-75,-75,-72,-71,-72,-72,-72,-72,-71,-71,-71,-72,-73,-75,-78,-78,-78,-76,-72,-72,-72,-72,-72,-70,-71,-78,-78,-75
FC:B0:61:E1:7F:E2,-98,-100,-93,-97,-99,-102,-105,-97,-96,-98
