18:90:d8:dc:2b:2e,-61,-65,-66,-64,-65,-65,-65,-65,-65,-65,-64
34:8a:ae:6b:5e:6e,-65,-62,-57,-57,-57,-57,-57,-57,-57,-57
18:d6:c7:4d:3b:ec,-62,-55,-56,-59,-56,-58,-56,-56,-56,-56,-56,-56
c4:09:38:6d:3b:09,-43,-39,-38,-38,-39,-41,-38,-38,-38,-44,-39,-38
f8:ab:05:4f:90:86,-75,-72,-70,-69,-70,-70,-69,-70,-70,-69,-70
